docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,segment1900
uc1.$b56977,1925,1925,1925.0,elite,10109919.0,,"Lubbock, Percy",London|Jonathan Cape|1925,,The Region Cloud,rev,neg,,1926,CRIT,1879.0,m,uk,,,,uc1/pairtree_root/$b/56/97/7/$b56977/uc1.$b56977.json.bz2,8,Jonathan Cape,0.6267920961400228
mdp.39015059414253,1925,1925,1925.0,vulgar,,,"Steele, Wilbur Daniel","New York|Harcourt, Brace and Company|c1925.",,Taboo / | $c: by Wilbur Daniel Steele.,,,,,,1886.0,m,us,,,,mdp/pairtree_root/39/01/50/59/41/42/53/39015059414253/mdp.39015059414253.json.bz2,20,Harcourt Brace,0.7884789063687968
osu.32435074668336,1925,1925,1925.0,vulgar,,,"Fox, Richard A","Benton Harbor, Mich.|Walter Southworth Co.|1925.",,The people on other planets / | $c: by Richard A. Fox.,,,,,,0.0,m,,,,,osu/pairtree_root/32/43/50/74/66/83/36/32435074668336/osu.32435074668336.json.bz2,1,Benton Harbor Mich Walter Southworth,0.39361416056172727
uc1.b3710699,1925,1925,1925.0,vulgar,,,"Komroff, Manuel",New York|Boni & Liveright|1925.,,The grace of lambs; | $c: stories by Manuel Komroff ...,,,,,,1890.0,m,us,,,,uc1/pairtree_root/b3/71/06/99/b3710699/uc1.b3710699.json.bz2,19,Boni Liveright,0.2684658657590432
umn.31951d001342781,1926,1925,1925.0,elite,7474146.0,,"Dreiser, Theodore",New York|The Sun Dial Press|c1926,,An American Tragedy,rev,pos,,1926,NY,1871.0,m,us,,,,umn/pairtree_root/31/95/1d/00/13/42/78/1/31951d001342781/umn.31951d001342781.json.bz2,61,Sun Dial,0.644606664449444
umn.31951002120639r,1931,1926,1926.0,vulgar,,,"Tracy, Louis","New York|E.J. Clode, inc.|1931.",,His unknown wife : | The turning point ; The wheel o' fortune.,,,,,,1863.0,m,uk,,,,umn/pairtree_root/31/95/10/02/12/06/39/r/31951002120639r/umn.31951002120639r.json.bz2,53,Clode,0.2767561958799889
mdp.39015028550013,1926,1926,1926.0,vulgar,,," Wodehouse, P. G",Leipzig|B. Tauchnitz|1926.,,"Sam the sudden, | $c: by P.G. Wodehouse ...",,,,,,1881.0,m,uk," Wodehouse, P.G",,,mdp/pairtree_root/39/01/50/28/55/00/13/39015028550013/mdp.39015028550013.json.bz2,15,Tauchnitz,0.46939851633068763
uc1.$b85973,1926,1926,1926.0,elite,6592648.0,,"Beresford, J. D",Indianapolis|The Bobbs-Merrill Company|c1926,,Almost Pagan,rev,,,,ADL,1873.0,m,uk,,,,uc1/pairtree_root/$b/85/97/3/$b85973/uc1.$b85973.json.bz2,58,Indianapolis Bobbs Merrill,0.7002186271158318
mdp.39015031325999,1926,1926,1926.0,vulgar,,,"Hurst, Fannie",London|J. Cape|1926,,"Appassionata, | $c: by Fannie Hurst.",,,,,,1889.0,f,us,,,,mdp/pairtree_root/39/01/50/31/32/59/99/39015031325999/mdp.39015031325999.json.bz2,23,Cape,0.8302031298800845
mdp.39015002718313,1926,1926,1926.0,elite,1021131.0,,"Roberts, Elizabeth Madox",New York|The Viking press|1926.,,The Time of Man,rev,pos,,1927,DIAL,1881.0,f,us,,,,mdp/pairtree_root/39/01/50/02/71/83/13/39015002718313/mdp.39015002718313.json.bz2,23,Viking,0.7197270915845627
uc1.b3325193,1926,1926,1926.0,vulgar,,,"Lynde, Francis",New York|C. Scribner's sons|1926.,,"The tenderfoots, | $c: by Francis Lynde.",,,,,,1856.0,m,us,,,,uc1/pairtree_root/b3/32/51/93/b3325193/uc1.b3325193.json.bz2,40,Scribner,0.26276073277259115
mdp.39015049799243,1926,1926,1926.0,vulgar,,,"Evans, Marguerite Florence Jervis Barclay","London|Hurst & Blackett, ltd.|1926",,The ginger-jar / | $c: by Oliver Sandys [pseud.].,,,,,,1894.0,f,uk,,,,mdp/pairtree_root/39/01/50/49/79/92/43/39015049799243/mdp.39015049799243.json.bz2,4,Hurst Blackett,0.3954783546294162
uc1.32106002017793,1926,1926,1926.0,elite,6129072.0,,"Thompson, Sylvia","Boston|Little, Brown, and company|1926.",,The Hounds of Spring,rev,pos,,1926,ATL,1902.0,f,uk,,,,uc1/pairtree_root/32/10/60/02/01/77/93/32106002017793/uc1.32106002017793.json.bz2,8,Little Brown,0.7803803514809147
mdp.39015063550894,1926,1926,1926.0,vulgar,,,"Grey, Zane",New York|London|Harper & brothers|1926.,,"Under the Tonto Rim, | $c: by Zane Grey.",,,,,,1872.0,m,us,,,,mdp/pairtree_root/39/01/50/63/55/08/94/39015063550894/mdp.39015063550894.json.bz2,114,Harper,0.3971659440134034
mdp.39015002753344,1927,1926,1926.0,elite,1911290.0,,"West, Edward Sackville",New York|A. A. Knopf|1927.,,The Ruin,rev,pos,,1927,NR,1901.0,m,uk,,,,mdp/pairtree_root/39/01/50/02/75/33/44/39015002753344/mdp.39015002753344.json.bz2,6,Knopf,0.7000851052163762
mdp.39015055052222,1926,1926,1926.0,elite,779661.0,,"Glenn, Isa",,,Heat,rev,,,,NR,1874.0,f,us,,,,mdp/pairtree_root/39/01/50/55/05/22/22/39015055052222/mdp.39015055052222.json.bz2,1,Nan,0.684236833782615
uc1.$b56281,1926,1926,1926.0,elite,1020927.0,,H. D,Boston|New York|Houghton Mifflin company|1926,,Palimpsest,rev,pos,,1927,NR,1886.0,f,us,,,,uc1/pairtree_root/$b/56/28/1/$b56281/uc1.$b56281.json.bz2,3,Houghton Mifflin,0.8179832350639769
mdp.39015032013263,1926,1926,1926.0,vulgar,,,"Hormel, Olive Deane",New York|C. Scribner's sons|1926.,,"Co-ed, | $c: by Olive Deane Hormel.",,,,,,0.0,f,us,,,,mdp/pairtree_root/39/01/50/32/01/32/63/39015032013263/mdp.39015032013263.json.bz2,1,Scribner,0.42908494746284975
uc1.$b300995,1926,1926,1926.0,elite,482187.0,,"Jameson, Storm",New York|A. A. Knopf|1926.,,Three Kingdoms,rev,neg,,1926,NR,1891.0,f,uk,,,,uc1/pairtree_root/$b/30/09/95/$b300995/uc1.$b300995.json.bz2,37,Knopf,0.6544838509428682
uc1.b3136560,1926,1926,1926.0,vulgar,,,"Benson, E. F","London|New York [etc.|Cassell and company, ltd.|1926].",,Mezzanine / | $c: by E. F. Benson.,,,,,,1867.0,m,uk,,,,uc1/pairtree_root/b3/13/65/60/b3136560/uc1.b3136560.json.bz2,157,Cassell,0.6920240486629164
uc1.32106002155551,1927,1927,1927.0,elite,,,"Wilder, Thornton","New York: A. & C. Boni, 1927.",,The bridge of San Luis Rey,,pos,,,Pulitzer,1897.0,m,us,,,,uc1/pairtree_root/32/10/60/02/15/55/51/32106002155551/uc1.32106002155551.json.bz2,14,Boni,0.6334134541275428
uc1.$b312650,1928,1927,1927.0,vulgar,,,"Thompson, Edward John","New York|Harcourt, Brace and company|c1928",,"These men, thy friends, | $c: by Edward Thompson.",,,,,,1886.0,m,uk,,,,uc1/pairtree_root/$b/31/26/50/$b312650/uc1.$b312650.json.bz2,9,Harcourt Brace,0.6218871924610164
uc1.$b243988,1928,1927,1927.0,elite,6498483.0,,"Powys, T. F",London|Chatto and Windus|1928.,,Mr. Weston's Good Wine,rev,pos,,1928,CRIT,1875.0,m,uk,,,,uc1/pairtree_root/$b/24/39/88/$b243988/uc1.$b243988.json.bz2,32,Chatto Windus,0.7463866809128864
uc1.$b56714,1927,1927,1927.0,elite,6576101.0,,"Gorman, Herbert",New York|George H. Doran Co.|c1927.,,The Place Called Dagon,rev,pos,,1927,NY,1893.0,m,us,,,,uc1/pairtree_root/$b/56/71/4/$b56714/uc1.$b56714.json.bz2,11,George Doran,0.5262841990169723
mdp.39015013518025,1927,1927,1927.0,elite,1028401.0,,"Dreiser, Theodore",New York|Boni & Liveright|1927.,,"Chains, Lesser Novels and Stories",rev,,,,NR,1871.0,m,us,,,,mdp/pairtree_root/39/01/50/13/51/80/25/39015013518025/mdp.39015013518025.json.bz2,61,Boni Liveright,0.721912756294538
uc1.$b56296,1927,1927,1927.0,vulgar,,,"Arlen, Michael",New York|George H. Doran Company|c1927,,"Young men in love, | $c: by Michael Arlen.",,,,,,1895.0,m,uk,,,,uc1/pairtree_root/$b/56/29/6/$b56296/uc1.$b56296.json.bz2,30,George Doran,0.8463730275335404
"miun.acb4809,0001,001",1928,1927,1927.0,vulgar,,,"Deeping, Warwick",,,"Kitty, / | $c: by Warwick Deeping.",,,,,,1877.0,m,uk,,,,"miun/pairtree_root/ac/b4/80/9,/00/01/,0/01/acb4809,0001,001/miun.acb4809,0001,001.json.bz2",58,Nan,0.8457947537817402
uc1.$b245139,1927,1927,1927.0,elite,1188230.0,,"Wharton, Edith",New York|London|D. Appleton and company|1927.,,Twilight Sleep,rev,,,1927,ATL,1862.0,f,us,,,,uc1/pairtree_root/$b/24/51/39/$b245139/uc1.$b245139.json.bz2,121,Appleton,0.6761819736433264
mdp.39015030751815,1927,1927,1927.0,vulgar,,,"Loeb, Harold",New York|Boni & Liveright|1927.,,The professors like vodka | $c: [by] Harold Loeb.,,,,,,1891.0,m,us,,,,mdp/pairtree_root/39/01/50/30/75/18/15/39015030751815/mdp.39015030751815.json.bz2,2,Boni Liveright,0.469517288377273
mdp.39015071596954,1927,1927,1927.0,vulgar,,,"Detzer, Karl",Indianapolis|Bobbs-Merrill|c1927.,,The marked man : | a romance of the Great Lakes / | $c: by Karl W. Detzer ...,,,,,,1891.0,m,us,,,,mdp/pairtree_root/39/01/50/71/59/69/54/39015071596954/mdp.39015071596954.json.bz2,6,Indianapolis Bobbs Merrill,0.5313037437554017
mdp.39015002710773,1927,1927,1927.0,elite,1376905.0,,"Priestley, J.B",London|W. Heinemann|1927.,,Benighted,rev,,,1928,LM,1894.0,m,uk,"Priestley, J. B",,,mdp/pairtree_root/39/01/50/02/71/07/73/39015002710773/mdp.39015002710773.json.bz2,40,William Heinemann,0.6638823347811684
uc1.$b322811,1927,1927,1927.0,elite,475046.0,,"Boyd, James",New York|C. Scribner's Sons|1927.,,Marching On,rev,pos,,1927,ATL,1888.0,m,us,,,,uc1/pairtree_root/$b/32/28/11/$b322811/uc1.$b322811.json.bz2,14,Scribner,0.65560528951757
pst.000008245977,1927,1927,1927.0,vulgar,,,"Morrow, Honoré",New York|W. Morrow & Co.|c1927-1930].,,"Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow.",,,,,,1880.0,f,us,,,,pst/pairtree_root/00/00/08/24/59/77/000008245977/pst.000008245977.json.bz2,8,Morrow,0.28967770639062473
mdp.39015010208307,1928,1927,1927.0,vulgar,,,"Norris, Kathleen Thompson","Garden City, N. Y.|Doubleday, Doran and company, inc.|1928.",,The foolish virgin,,,,,,1880.0,f,us,,romance,,mdp/pairtree_root/39/01/50/10/20/83/07/39015010208307/mdp.39015010208307.json.bz2,0,Garden City Doubleday Doran,0.5305868486998658
uc1.$b323595,1927,1927,1927.0,vulgar,,,"Collins, Dale",Boston|Little|c1927.,,The sentimentalists / | $c: by Dale Collins.,,,,,,1897.0,m,au,,,,uc1/pairtree_root/$b/32/35/95/$b323595/uc1.$b323595.json.bz2,12,Little,0.666336152457643
osu.32435066780313,1928,1928,1928.0,vulgar,,,"Brand, Max","New York|Dodd, Mead & Company|c1928.",,Border guns / | $c: Max Brand.,,,,,,1892.0,m,us,,,,osu/pairtree_root/32/43/50/66/78/03/13/32435066780313/osu.32435066780313.json.bz2,17,Dodd Mead,0.3160454724092914
mdp.39015066054266,1928,1928,1928.0,elite,390776.0,,"Forster, E.M","New York|Harcourt, Brace & company|c1928",,The Eternal Moment,rev,pos,,1928,LM,1879.0,m,uk,,,,mdp/pairtree_root/39/01/50/66/05/42/66/39015066054266/mdp.39015066054266.json.bz2,16,Harcourt Brace,0.7950220415311557
mdp.39015048708674,1928,1928,1928.0,vulgar,,,"[Champneys, Adelaide]",Indianapolis|The Bobbe-Merrill company|1928,,November night.,,,,,,1888.0,f,uk,,,,mdp/pairtree_root/39/01/50/48/70/86/74/39015048708674/mdp.39015048708674.json.bz2,2,Indianapolis Bobbe Merrill,0.5831467611844167
mdp.39015005667202,1928,1928,1928.0,vulgar,,,"Bacheller, Irving",Indianapolis|The Bobbs-Merrill company|c1928,,"The House of three ganders, | $c: by Irving Bacheller.",,,,,,1859.0,m,us,,,,mdp/pairtree_root/39/01/50/05/66/72/02/39015005667202/mdp.39015005667202.json.bz2,70,Indianapolis Bobbs Merrill,0.3349434101242838
mdp.39015073390984,1928,1928,1928.0,elite,1417125.0,,"Sinclair, Upton",,,Boston,rev,neg,,1929,ATL,1878.0,m,us,,,,mdp/pairtree_root/39/01/50/73/39/09/84/39015073390984/mdp.39015073390984.json.bz2,85,Nan,0.6663444572533146
uc1.b4094353,1928,1928,1928.0,vulgar,,,"Forester, C. S. (Cecil Scott)",Indianapolis|Bobbs-Merrill|c1928.,,The daughter of the Hawk / | $c: by C.S. Forester.,,,,,,1899.0,m,uk,,,,uc1/pairtree_root/b4/09/43/53/b4094353/uc1.b4094353.json.bz2,21,Indianapolis Bobbs Merrill,0.5595544302393664
mdp.39015063949526,1928,1928,1928.0,elite,241898.0,,Elinor Mordaunt,,,Too Much Java,rev,,,,TLS,1872.0,f,uk,,,,mdp/pairtree_root/39/01/50/63/94/95/26/39015063949526/mdp.39015063949526.json.bz2,0,Nan,0.8862157966838783
uc1.$b103197,1928,1928,1928.0,elite,1419050.0,,"Montague, C. E",London|Chatto & Windus|1928.,,Action,rev,pos,,1929,ATL,1867.0,m,uk,,,,uc1/pairtree_root/$b/10/31/97/$b103197/uc1.$b103197.json.bz2,9,Chatto Windus,0.6939469687192775
mdp.39015031442497,1928,1928,1928.0,vulgar,,,"Freeman, R. Austin (Richard Austin)","New York|Dodd, Mead & company|1928.",,As a thief in the night | $c: [by] R. Austin Freeman.,,,,,,1862.0,m,uk,,,,mdp/pairtree_root/39/01/50/31/44/24/97/39015031442497/mdp.39015031442497.json.bz2,17,Dodd Mead,0.3551666805122212
mdp.39015031241626,1928,1928,0.0,elite,538756.0,,"Macaulay, Rose","New York, Boni & Liveright|1928.",,Daisy and Daphne,rev,,,1928,ATL,1881.0,f,uk,,,,mdp/pairtree_root/39/01/50/31/24/16/26/39015031241626/mdp.39015031241626.json.bz2,22,Boni Liveright,0.8711399825635979
inu.32000000970782,1928,1928,1928.0,elite,6059899.0,,"Woolf, Virginia","New York|Harcourt, Brace and Company|c1928",,Orlando,rev,pos,,1928,NY,1882.0,f,uk,,,,inu/pairtree_root/32/00/00/00/97/07/82/32000000970782/inu.32000000970782.json.bz2,31,Harcourt Brace,0.9104289445676939
mdp.39015063547288,1933,1928,1928.0,elite,286637.0,,Freeman Wills Crofts,"London [etc.|W. Collins sons & co., ltd.|1933",,"The Sea Mystery, an Inspector French Case",rev,,,,NR,1879.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/54/72/88/39015063547288/mdp.39015063547288.json.bz2,16,Collins,0.21418374184726355
uc1.b3688082,1928,1928,1928.0,vulgar,,,"Cohen, Octavus Roy","Boston|Little, Brown, and company|1928.",,"The light shines through, | $c: by Octavus Roy Cohen.",,,,,,1891.0,m,us,,,,uc1/pairtree_root/b3/68/80/82/b3688082/uc1.b3688082.json.bz2,27,Little Brown,0.21237129796686766
mdp.39015016894654,1928,1928,1928.0,elite,1376196.0,,"O'Flaherty, Liam","New York|Harcourt, Brace|1928.",,The Assassin,rev,pos,,1929,NR,1896.0,m,uk,,,,mdp/pairtree_root/39/01/50/16/89/46/54/39015016894654/mdp.39015016894654.json.bz2,39,Harcourt Brace,0.6026451381238295
mdp.39015031309209,1928,1928,1928.0,elite,1194590.0,,"Stern, G. B",New York|A. A. Knopf|c1928.,,Debonair,rev,,,1928,NR,1890.0,f,uk,,,,mdp/pairtree_root/39/01/50/31/30/92/09/39015031309209/mdp.39015031309209.json.bz2,27,Knopf,0.6631782618619321
mdp.39015030356045,1928,1928,0.0,elite,1207973.0,,"Green, Julian",New York|Harper|1928.,,The Closed Garden,rev,neg,,1928,NR,1900.0,m,us,,,,mdp/pairtree_root/39/01/50/30/35/60/45/39015030356045/mdp.39015030356045.json.bz2,17,Harper,0.5151733058041235
uc1.$b302196,1928,1928,1928.0,vulgar,,,"Parry, Edward Abbott, Sir","London|W. Heinemann, limited|1928",,"Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",,,,,,1863.0,m,uk,,,,uc1/pairtree_root/$b/30/21/96/$b302196/uc1.$b302196.json.bz2,1,William Heinemann,0.32157626628377944
mdp.39015000631930,1950,1928,1928.0,elite,537393.0,,"Lawrence, D. H",,,The Woman Who Rode Away,rev,pos,,1928,CRIT,1885.0,m,uk,,,,mdp/pairtree_root/39/01/50/00/63/19/30/39015000631930/mdp.39015000631930.json.bz2,88,Nan,0.8128062950017362
uc1.$b301881,1928,1928,1928.0,vulgar,,,"Milton, Ernest",New York|Harper|1928.,,"To kiss the crocodile, | a story.",,,,,,1890.0,m,us,,,,uc1/pairtree_root/$b/30/18/81/$b301881/uc1.$b301881.json.bz2,1,Harper,0.8027626096660357
mdp.39015014510963,1928,1928,1928.0,vulgar,,,"Hoffman, William Dawson",Chicago|A. C. McClurg & co.|1928.,,"The Saddle Wolf, | $c: by W. D. Hoffman.",,,,,,1884.0,m,us,,,,mdp/pairtree_root/39/01/50/14/51/09/63/39015014510963/mdp.39015014510963.json.bz2,1,Mcclurg,0.02749555306769033
mdp.39015002742305,1929,1929,1929.0,elite,1911155.0,,"Rodker, John",London|The Aquila press|1929.,,Adolphe 1920,rev,pos,elite,1931,CRIT,1894.0,m,uk,,,,mdp/pairtree_root/39/01/50/02/74/23/05/39015002742305/mdp.39015002742305.json.bz2,3,Aquila,0.9231939332672443
mdp.39015017687289,1929,1929,1929.0,vulgar,,,"Hughes, Richard Arthur Warren",London|Chatto & Windus|1929.,,A high wind in Jamaica | $c: [by] Richard Hughes.,,,,,,1900.0,m,uk,,,,mdp/pairtree_root/39/01/50/17/68/72/89/39015017687289/mdp.39015017687289.json.bz2,8,Chatto Windus,0.7501222920292365
"miun.aat2524,0001,001",1929,1929,1929.0,elite,168287.0,,"Larsen, Nella",,,Passing,rev,pos,,1929,CRIS,1891.0,m,us,,,,"miun/pairtree_root/aa/t2/52/4,/00/01/,0/01/aat2524,0001,001/miun.aat2524,0001,001.json.bz2",1,Nan,0.7421723909395175
umn.319510020706483,1929,1929,1929.0,vulgar,,,"Eyton, John Seymour",Indianapolis|The Bobbs Merril company|c1929,,Kullu and the elephant / | $c: with decorations by W.R. Lohse.,,,,,,0.0,m,uk,,,,umn/pairtree_root/31/95/10/02/07/06/48/3/319510020706483/umn.319510020706483.json.bz2,4,Indianapolis Bobbs Merril,0.33320343726160007
uc1.$b797656,1929,1929,1929.0,vulgar,,,"Rinehart, Mary Roberts","New York|Farrar & Rinehart, Incorporated|c1929.",,"The romantics, | $c: by Mary Roberts Rinehart.",,,,,,1876.0,f,us,,,,uc1/pairtree_root/$b/79/76/56/$b797656/uc1.$b797656.json.bz2,96,Farrar Rinehart,0.4389915922026706
mdp.39015008386784,1929,1929,1929.0,elite,1398711.0,,"O'Flaherty, Liam",London|Cape|1929.,,The House of Gold,rev,pos,,1930,DUB,1896.0,m,uk,,,,mdp/pairtree_root/39/01/50/08/38/67/84/39015008386784/mdp.39015008386784.json.bz2,39,Cape,0.645919752115256
mdp.39015048550019,1930,1930,1930.0,elite,1376312.0,,"Parker, Dorothy",New York|Viking Press|1930.,,Laments for the Living,rev,pos,,1930,ATL,1893.0,f,us,,,,mdp/pairtree_root/39/01/50/48/55/00/19/39015048550019/mdp.39015048550019.json.bz2,12,Viking,0.6268076522595919
mdp.39015031305538,1930,1930,1930.0,elite,1775151.0,,"Stone, Grace Zaring",New York|Grosset & Dunlap|c1930,,The Bitter Tea of General Yen,rev,,,,NY,1891.0,f,us,,,,mdp/pairtree_root/39/01/50/31/30/55/38/39015031305538/mdp.39015031305538.json.bz2,7,Grosset Dunlap,0.6266830557597663
mdp.39015000539521,1932,1930,1930.0,vulgar,,,"Oursler, Fulton",New York|Grosset & Dunlap|1932,,"About the murder of Geraldine Foster, | $c: by Anthony Abbot [pseud.] ...",,,,,,1893.0,m,us,,,,mdp/pairtree_root/39/01/50/00/53/95/21/39015000539521/mdp.39015000539521.json.bz2,7,Grosset Dunlap,0.21923911042610236
mdp.39015005735421,1935,1930,1930.0,elite,631706.0,,"Maugham, W. Somerset","Garden City, N. Y.|Doubleday, Doran & company, inc.|1935.",,Cakes and Ale,rev,pos,,1931,ATL,1874.0,m,uk,,,,mdp/pairtree_root/39/01/50/05/73/54/21/39015005735421/mdp.39015005735421.json.bz2,108,Garden City Doubleday Doran,0.8163737687637371
mdp.39015063977600,1930,1930,1930.0,vulgar,,,"Pedler, Margaret (Bass) Mrs","Garden City, N. Y.|Doubleday, Doran & company, inc.|1930.",,"Fire of youth, | $c: by Margaret Pedler.",,,,,,1890.0,f,uk,,,,mdp/pairtree_root/39/01/50/63/97/76/00/39015063977600/mdp.39015063977600.json.bz2,5,Garden City Doubleday Doran,0.4059652280432382
mdp.39015005273563,1932,1930,1930.0,elite,538302.0,,"Lewis, Wyndham",,,The Apes of God,rev,neg,,1930,ADL,1882.0,m,uk,,,,mdp/pairtree_root/39/01/50/05/27/35/63/39015005273563/mdp.39015005273563.json.bz2,16,Nan,0.6377455565002824
mdp.39015065447487,1930,1930,1930.0,vulgar,,,"Martin, Stuart",New York|London|Harper & brothers|1930.,,"The trial of Scotland yard, | $c: by Stuart Martin.",,,,,,0.0,m,us,,,,mdp/pairtree_root/39/01/50/65/44/74/87/39015065447487/mdp.39015065447487.json.bz2,2,Harper,0.1436431381114458
uc1.$b312400,1930,1930,1930.0,elite,6541400.0,,"Ritchie, Alice",London|L. and Virginia Woolf at the Hogarth Press|1930.,,Occupied Territory,rev,pos,,1930,ADL,0.0,f,uk,,,,uc1/pairtree_root/$b/31/24/00/$b312400/uc1.$b312400.json.bz2,2,Virginia Woolf At Hogarth,0.81144458233143
uc1.$b245247,1930,1930,1930.0,vulgar,,,"(Henry Major), Tomlinson, H. M",London|Heinemann|1930.,,All our yesterdays /,,,,,,1873.0,m,uk,,,,uc1/pairtree_root/$b/24/52/47/$b245247/uc1.$b245247.json.bz2,15,William Heinemann,0.6829463640220755
uc1.$b56298,1930,1930,1930.0,elite,244541.0,,"Ashton, Helen","Garden City, N.Y.|Doubleday, Doran and Company, Inc.|1930.",,Doctor Serocold,rev,pos,,1930,YAL,1891.0,f,uk,,,,uc1/pairtree_root/$b/56/29/8/$b56298/uc1.$b56298.json.bz2,14,Garden City Doubleday Doran,0.7222946168673604
mdp.39015003538918,1930,1930,1930.0,vulgar,,,"Krasnov, P. N. (Petr Nikolaevich)",New York city|Duffeld & company|1930.,,"Kostia the Cossack, | an historical novel",,,,,,1869.0,m,ru,,,,mdp/pairtree_root/39/01/50/03/53/89/18/39015003538918/mdp.39015003538918.json.bz2,11,City Duffeld,0.576689145469518
mdp.39015056732632,1931,1931,1931.0,elite,585989.0,,"Buck, Pearl S",New York|The John Day company|c1931,,The Good Earth,rev,pos,,1931,LM,1892.0,f,us,,,,mdp/pairtree_root/39/01/50/56/73/26/32/39015056732632/mdp.39015056732632.json.bz2,48,John Day,0.8229702133206284
mdp.39015024021324,1931,1931,1931.0,elite,246550.0,,"Lewis,Grace Hegger","New York|H. Liveright, inc.|c1931",,Half a Loaf,rev,pos,,1931,NR,0.0,f,us,,,,mdp/pairtree_root/39/01/50/24/02/13/24/39015024021324/mdp.39015024021324.json.bz2,2,Liveright,0.6988790600946079
uc1.$b56950,1931,1931,1931.0,vulgar,,,"Lewisohn, Ludwig",New York|Harper & Brothers|1931.,,The golden vase / | $c: by Ludwig Lewisohn.,,,,,,1882.0,m,us,,,,uc1/pairtree_root/$b/56/95/0/$b56950/uc1.$b56950.json.bz2,31,Harper,0.973173945316315
mdp.39015031297933,1931,1931,1931.0,elite,1376040.0,,"Milne, A.A",New York|Dutton|1931.,,Two People,rev,pos,,1932,YAL,1882.0,m,uk,"Mile, A. A",,,mdp/pairtree_root/39/01/50/31/29/79/33/39015031297933/mdp.39015031297933.json.bz2,13,Dutton,0.6829825837916181
uc1.$b299826,1931,1931,1931.0,vulgar,,,"Clarke, Donald Henderson",New York|The Vanguard Press|c1931.,,Young and healthy / | $c: by Donald Henderson Clarke.,,,,,,1887.0,m,us,,,,uc1/pairtree_root/$b/29/98/26/$b299826/uc1.$b299826.json.bz2,7,Vanguard,0.3402208184705448
uc1.$b322712,1931,1931,1931.0,elite,666502.0,,"Benson, Stella",London|Macmillan|1931.,,Tobit Transplanted,rev,pos,,1931,DUB,1892.0,f,uk,,,,uc1/pairtree_root/$b/32/27/12/$b322712/uc1.$b322712.json.bz2,26,Macmillan,0.7854571486438259
mdp.39015066053144,1931,1931,1931.0,vulgar,,,"Baron, Dunsany, Edward John Moreton Drax Plunkett",New York|London|G. P. Putnam's sons|c1931,,"The travel tales of Mr. Joseph Jorkens,",,,,,,1878.0,m,ir,,,,mdp/pairtree_root/39/01/50/66/05/31/44/39015066053144/mdp.39015066053144.json.bz2,24,Putnam,0.6364901444813442
mdp.39015012067206,1935,1931,1931.0,vulgar,,,"Hilton, James","London|Macmilland and co., limited|1935.",,"Murder at school, | a detective fantasia, | $c: by James Hilton.",,,,,,1900.0,m,uk,,,,mdp/pairtree_root/39/01/50/12/06/72/06/39015012067206/mdp.39015012067206.json.bz2,25,Macmilland,0.41226380158367487
mdp.39015031233839,1932,1932,1932.0,vulgar,,,"Fisher, Vardis","Caldwell, Id.|The Caxton printers, ltd.|1932.",,"In tragic life, | $c: by Vardis Fisher.",,,,,,1895.0,m,us,,,,mdp/pairtree_root/39/01/50/31/23/38/39/39015031233839/mdp.39015031233839.json.bz2,35,Caldwell Id Caxton Printers,0.5545394178621916
umn.31951002069235p,1932,1932,1932.0,vulgar,,,"Morse, Eleanor",New York|H.C. Kinsey|1932.,,The middle child.,,,,,,0.0,f,us,,,,umn/pairtree_root/31/95/10/02/06/92/35/p/31951002069235p/umn.31951002069235p.json.bz2,1,Kinsey,0.4456336838225793
mdp.39015006218385,1932,1932,1932.0,elite,1021090.0,,"Nordhoff, Charles and Hall, James Norman","Boston|Little, Brown, and company|1932.",,Mutiny on the Bounty,rev,pos,,1932,ATL,1887.0,m,us,,,,mdp/pairtree_root/39/01/50/06/21/83/85/39015006218385/mdp.39015006218385.json.bz2,23,Little Brown,0.37624414163804976
wu.89101287878,1934,1932,1932.0,elite,8366358.0,,"Romains, Jules",New York|A.A. Knopf|1934-,v. 2,Men of Good Will,rev,,,1934,CRIT,1885.0,m,fr,,,,wu/pairtree_root/89/10/12/87/87/8/89101287878/wu.89101287878.json.bz2,61,Knopf,0.7735825747108801
mdp.39015030855608,1932,1932,1932.0,vulgar,,,"Bates, H. E. (Herbert Ernest)",London|White Owl Press|1932.,,Sally go round the moon.,,,,,,1905.0,m,uk,,,,mdp/pairtree_root/39/01/50/30/85/56/08/39015030855608/mdp.39015030855608.json.bz2,42,White Owl,0.9385420329730629
wu.89079758900,1934,1932,1932.0,elite,8366358.0,,"Romains, Jules",New York|A.A. Knopf|1934-,v. 1,Men of Good Will,rev,,,1934,CRIT,1885.0,m,fr,,,,wu/pairtree_root/89/07/97/58/90/0/89079758900/wu.89079758900.json.bz2,61,Knopf,0.6298802087001573
