"volid","dateused","pubdate","birthdate","firstpub","gender","nation","allwords","logistic","realclass","trainflag","author","title","title","genretags"
"uc1.$b243659",1925,1925,0,1925,"m","us",25.2752666977,0.693307539,1,1,"Morley, Christopher","Thunder on the Left","elite",
"uc1.$b243910",1923,1923,0,1923,"f","uk",32.5247685848,0.5913006332,1,1,"Kaye-Smith, Sheila","The End of the House of Alard","elite",
"uc1.$b243918",1933,1933,0,1933,"m","us",29.1755664395,0.3565585499,1,1,"Norris, Charles","Zest","elite",
"uc1.$b243988",1927,1927,0,1927,"m","uk",35.7508236062,0.6260121268,1,1,"Powys, T. F","Mr. Weston's Good Wine","elite",
"uc1.$b244118",1924,1924,0,1924,"m","uk",31.2907713057,0.7834452457,1,1,"Mottram, R. H","The Spanish Farm","elite",
"uc1.$b244144",1924,1924,0,1924,"m","uk",22.4689385296,0.65164326,1,1,"Murry, John Middleton","The Voyage","elite",
"uc1.$b244963",1922,1922,0,1922,"f","uk",31.0916395383,0.5540046547,1,1,"Stern, G. B","The Room","elite",
"uc1.$b245138",1923,1923,0,1923,"m","us",31.6417481458,0.5764687892,1,1,"Tarkington, Booth","The Fascinating Stranger","elite",
"uc1.$b245139",1927,1927,0,1927,"f","us",27.7627417362,0.5226279757,1,1,"Wharton, Edith","Twilight Sleep","elite",
"uc1.$b245181",1923,1923,0,1923,"m","uk",27.8514873169,0.8296832314,1,1,"Wells, H. G","Men Like Gods","elite",
"uc1.$b245247",1930,1930,0,1930,"m","uk",27.3027833571,0.7361662422,0,1,"(Henry Major), Tomlinson, H. M","All our yesterdays /","vulgar",
"uc1.$b298793",1936,1936,0,1936,"m","uk",24.2126725537,0.6453241183,1,1,"Golding, Louis","The Pursuer","elite",
"uc1.$b299826",1931,1931,0,1931,"m","us",23.8500397852,0.3410065872,0,1,"Clarke, Donald Henderson","Young and healthy / | $c: by Donald Henderson Clarke.","vulgar",
"uc1.$b299883",1935,1935,0,1935,"m","us",26.5243729638,0.4499000422,0,1,"Corle, Edwin","Fig tree John / | $c: by Edwin Corle.","vulgar",
"uc1.$b300263",1933,1933,0,1933,"m","us",24.1853335137,0.4014643438,0,1,"Foote, John Taintor","Fatal gesture, | $c: by John Taintor Foote.","vulgar",
"uc1.$b300995",1926,1926,0,1926,"f","uk",29.4954735308,0.3381317446,1,1,"Jameson, Storm","Three Kingdoms","elite",
"uc1.$b300999",1945,1945,0,1945,"m","uk",25.8104656041,0.2961493168,0,1,"Graeme, Bruce","The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]","vulgar",
"uc1.$b301179",1941,1941,0,1941,"m","uk",34.5352571726,0.8097589738,0,1,"Löhrke, Eugene","Night raid.","vulgar",
"uc1.$b301881",1928,1928,0,1928,"m","us",27.0950892628,0.6317972241,0,1,"Milton, Ernest","To kiss the crocodile, | a story.","vulgar",
"uc1.$b302110",1923,1923,0,1923,"m","uk",28.6589656705,0.6971286555,1,1,"Nichols, Robert","Fantastica","elite",
"uc1.$b302189",1945,1945,0,1945,"f","us",25.3971988054,0.3972509559,1,1,"Parrish, Anne","Poor Child","elite",
"uc1.$b302196",1928,1928,0,1928,"m","uk",33.5831869516,0.233694589,0,1,"Parry, Edward Abbott, Sir","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.","vulgar",
"uc1.$b312400",1930,1930,0,1930,"f","uk",35.2283729307,0.7055964479,1,1,"Ritchie, Alice","Occupied Territory","elite",
"uc1.$b312450",1922,1922,0,1922,"f","us",27.9570440395,0.3604002836,1,1,"Sanborn, Gertrude","Veiled Aristocrats","elite",
"uc1.$b312650",1927,1927,0,1927,"m","uk",30.382053481,0.6095588398,0,1,"Thompson, Edward John","These men, thy friends, | $c: by Edward Thompson.","vulgar",
"uc1.$b322712",1931,1931,0,1931,"f","uk",30.9665379351,0.7047227294,1,1,"Benson, Stella","Tobit Transplanted","elite",
"uc1.$b322811",1927,1927,0,1927,"m","us",27.6206878444,0.7529822216,1,1,"Boyd, James","Marching On","elite",
"uc1.$b322871",1932,1932,0,1932,"f","us",32.3358925966,0.7793664833,1,1,"Brody, Catharine","Nobody Starves","elite",
"uc1.$b323515",1945,1945,0,1945,"m","uk",25.6477289872,0.4246507868,0,1,"Butler, Gerald","Mad with much heart | $c: [by] Gerald Butler.","vulgar",
"uc1.$b323595",1927,1927,0,1927,"m","au",25.494865395,0.6131496644,0,1,"Collins, Dale","The sentimentalists / | $c: by Dale Collins.","vulgar",
"uc1.$b471567",1898,1898,0,1898,"f","us",32.2285890925,0.4228241088,0,1,"Post, Helen (Wilmans)","A search for freedom","vulgar",
"uc1.$b523465",1944,1944,0,1944,"f","us",27.0951547847,0.5567071522,0,1,"Brown, Zenith Jones, Mrs","All for the love of a lady, | $c: by Leslie Ford [pseud.]","vulgar",
"uc1.$b56184",1944,1944,0,1944,"f","us",32.3484087324,0.3008542313,0,1,"Puckette, Clara Childs","Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James.","vulgar",
"uc1.$b56281",1926,1926,0,1926,"f","us",28.3311614746,0.5323890681,1,1,"H. D","Palimpsest","elite",
"uc1.$b56296",1927,1927,0,1927,"m","uk",26.2934381598,0.8199927518,0,1,"Arlen, Michael","Young men in love, | $c: by Michael Arlen.","vulgar",
"uc1.$b56298",1930,1930,0,1930,"f","uk",33.1035975204,0.7055587651,1,1,"Ashton, Helen","Doctor Serocold","elite",
"uc1.$b56348",1946,1946,0,1946,"f","us",27.666778013,0.3334146396,0,1,"Campbell, Frances W","Men of the Enchantress, | a novel | $c: by Frances Campbell.","vulgar",
"uc1.$b56351",1942,1942,0,1942,"m","us",27.3415463814,0.5227264395,1,1,"Cannon, LeGrand","Look to the Mountain","elite",
"uc1.$b56382",1942,1942,0,1942,"f","us",26.5493107413,0.6153334408,0,1,"Clements, E. H. (Eileen Helen)","Perhaps a little danger / | $c: by E. H. Clements.","vulgar",
"uc1.$b56389",1939,1939,0,1939,"m","us",26.3140404302,0.2487700986,0,1,"Cochran, Louis","Boss Man / | $c: by Louis Cochran.","vulgar",
"uc1.$b56415",1940,1940,0,1940,"m","us",30.2919344741,0.3662409187,0,1,"Corey, Paul","The road returns, | $c: by Paul Corey.","vulgar",
"uc1.$b56440",1947,1947,0,1947,"m","us",23.3797395809,0.3905197598,0,1,"Creatore, Luigi","This world is mine, | a novel | $c: by Luigi Creatore.","vulgar",
"uc1.$b56674",1941,1941,0,1941,"m","us",28.147532201,0.3883901903,1,1,"Hough, Frank O","The Neutral Ground","elite",
"uc1.$b56714",1927,1927,0,1927,"m","us",26.2602014245,0.6050720804,1,1,"Gorman, Herbert","The Place Called Dagon","elite",
"uc1.$b56950",1931,1931,0,1931,"m","us",34.7833512873,0.866491853,0,1,"Lewisohn, Ludwig","The golden vase / | $c: by Ludwig Lewisohn.","vulgar",
"uc1.$b56977",1925,1925,0,1925,"m","uk",37.8349868183,0.600946144,1,1,"Lubbock, Percy","The Region Cloud","elite",
"uc1.$b620170",1945,1945,0,1945,"m","ru",28.5375354152,0.2492919786,0,1,"Nagibin, I͡Uriĭ","Each for all, | $c: by Yuri Nagibin.","vulgar",
"uc1.$b684700",1896,1896,0,1896,"m","uk",33.0830440288,0.7315171049,1,1,"O'Grady, Standish","Ulrick the Ready","elite",
"uc1.$b70998",1937,1937,0,1937,"f","fi",28.6129962643,0.5104553204,0,1,"Salminen, Sally","Katrina / | $c: by Sally Salminen ; translated from the Swedish by Naomi Walford.","vulgar",
"uc1.$b784312",1922,1922,0,1922,"f","uk",27.3374391979,0.3388610501,0,1,"Everett-Green, Evelyn","Francesca, | by Cecil Adair.","vulgar",
"uc1.$b787338",1945,1945,0,1945,"m","uk",25.1586964441,0.4865091544,1,1,"Reddin, Kenneth","Another Shore","elite",
"uc1.$b794739",1937,1937,0,1937,"m","uk",26.3183937151,0.5981709341,0,1,"Frankau, Gilbert","The dangerous years; | a trilogy, | $c: Gilbert Frankau.","vulgar",
"uc1.$b797656",1929,1929,0,1929,"f","us",26.0045360207,0.468824764,0,1,"Rinehart, Mary Roberts","The romantics, | $c: by Mary Roberts Rinehart.","vulgar",
"uc1.$b799875",1861,1861,0,1861,"m","us",25.9314807849,0.4543050245,1,1,"Winthrop, Theodore","Cecil Dreeme","elite",
"uc1.$b799911",1903,1903,0,1903,"m","us",31.6129012417,0.6194181369,1,1,"Stockton, Frank R","The captain's toll-gate","elite",
"uc1.$b799928",1870,1870,0,1870,"m","us",35.744152855,0.3717522893,1,1,"Swift, John Franklin","Robert Greathouse","elite",
"uc1.$b799998",1860,1860,0,1860,"f","us",33.8615121574,0.6225513968,1,1,"Spofford, Harriet Elizabeth Prescott","Sir Rohan's ghost","elite",
"uc1.$b802363",1944,1944,0,1944,"f","us",26.4309996055,0.6641929779,0,1,"Underwood, Charlotte","The dark glass,","vulgar",
"uc1.$b802367",1924,1924,0,1924,"m","us",28.24372714,0.564715638,0,1,"Webster, Henry Kitchell","The innocents : | a novel / | $c: by Henry Kitchell Webster.","vulgar",
"uc1.$b807239",1860,1860,0,1860,"f","us",42.420247572,0.3574626788,1,1,"Cummins, Maria S","El FureidÌ¨s","elite",
"uc1.$b809207",1871,1871,0,1871,"f","us",31.948084859,0.61614337,1,1,"Harris, Miriam Coles","Richard Vandermarck","elite",
"uc1.$b809229",1860,1860,0,1860,"m","us",34.6722882425,0.5164153854,1,1,"Holland, J. G","Miss Gilbert's career","elite",
"uc1.$b85950",1923,1923,0,1923,"m","uk",26.979014066,0.5453741168,1,1,"Arnold Bennett","Riceyman Steps","elite",
"uc1.$b85973",1926,1926,0,1926,"m","uk",31.0916942913,0.5045730877,1,1,"Beresford, J. D","Almost Pagan","elite",
"uc1.$b86170",1937,1937,0,1937,"m","us",30.4982267943,0.6594874711,1,1,"Brinig, Myron","The Sisters","elite",
"uc1.$b87152",1936,1936,0,1936,"m","uk",28.4342262703,0.5404111757,0,1,"Collins, Norman","Trinity town, | $c: by Norman Collins.","vulgar",
"uc1.$b87302",1939,1939,0,1939,"m","us",33.4515779919,0.5409320135,0,1,"Derleth, August William","Restless is the river / | $c: August Derleth.","vulgar",
"uc1.$b87319",1938,1938,0,1938,"m","uk",25.4329099331,0.5336178855,0,1,"Frankau, Gilbert","Royal regiment, | a novel of contemporary behaviours, | $c: by Gilbert Frankau.","vulgar",
"uc1.$b87340",1924,1924,0,1924,"m","uk",26.5516913235,0.6782108523,1,1,"Galsworthy, John","The White Monkey","elite",
"uc1.$b87364",1935,1935,0,1935,"f","us",30.9033459662,0.4837403905,0,1,"Chilton, Eleanor Carroll","Follow the furies.","vulgar",
"uc1.31158005332662",1902,1902,0,1902,"m","us",28.4613886844,0.4608622549,1,1,"London, Jack","Children of the frost","elite",
"uc1.31822035081835",1948,1948,0,1948,"m","us",31.1173695979,0.2062513792,0,1,"Ray, Tom","Yellowstone red / | $c: by Tom Ray","vulgar",
"uc1.32106001971461",1948,1948,0,1948,"m","uk",32.2331581091,0.8430436223,1,1,"Bowen, Elizabeth","The Heat of the Day","elite",
"uc1.32106001973962",1938,1938,0,1938,"f","uk",23.5208746183,0.3665321681,0,1,"Christie, Agatha","Appointment with death, a Poirot mystery.","vulgar",
"uc1.32106002017793",1926,1926,0,1926,"f","uk",30.7124195855,0.7037327221,1,1,"Thompson, Sylvia","The Hounds of Spring","elite",
"uc1.32106002062997",1881,1881,0,1881,"f","us",27.3491571398,0.4323920194,1,1,"Burnett, Frances Hodgson","A fair barbarian","elite",
"uc1.32106002078084",1901,1901,0,1901,"m","us",30.5505849522,0.6612991545,1,1,"Norris, Frank","The octopus","elite",
"uc1.32106002137674",1944,1944,0,1944,"f","us",32.9745570327,0.809472274,1,1,"Porter, Katherine Anne","The Leaning Tower","elite",
"uc1.32106002155551",1927,1927,0,1927,"m","us",27.6645472384,0.6743372916,1,1,"Wilder, Thornton","The bridge of San Luis Rey","elite",
"uc1.32106002157474",1935,1935,0,1935,"m","us",42.7451789233,0.6857352234,1,1,"Wolfe, Thomas","Of Time and The River","elite",
"uc1.32106002251830",1935,1935,0,1935,"m","is",38.8645303158,0.6077713251,1,1,"Laxness, Halldor","Independent People","elite",
"uc1.32106005398463",1912,1912,0,1912,"f","us",25.8644368909,0.5529124503,1,1,"Cather, Willa","Alexander's Bridge","elite",
"uc1.32106006434416",1946,1946,0,1946,"m","us",27.7254224791,0.3025341804,0,1,"Stout, Rex","The silent speaker, | $c: by Rex Stout","vulgar",
"uc1.32106006691585",1902,1902,0,1902,"f","uk",44.2529834805,0.4754004614,1,1,"anonymous6","Cuchulain of Muirthemne","elite",
"uc1.a0001121284",1922,1922,0,1922,"m","us",28.9925457204,0.4380032642,1,1,"Hergesheimer, Joseph","Cytherea","elite",
"uc1.a0001253111",1920,1920,0,1920,"f","uk",30.5607914483,0.6699713256,1,1,"O. Douglas","Penny Plain","elite",
"uc1.b102395",1900,1900,0,1900,"f","us",31.9943031754,0.3670140139,1,1,"Johnston, Mary","To have and to hold","elite",
"uc1.b111926",1865,1865,0,1865,"f","uk",36.573867011,0.4891562614,0,1,"Thomas, Annie","On guard","vulgar",
"uc1.b149265",1885,1885,0,1885,"m","us",31.5041073582,0.6486902086,0,1,"Lathrop, George Parsons","In the distance","vulgar",
"uc1.b242928",1898,1898,0,1898,"f","us",27.3659184338,0.3320477261,1,1,"Glasgow, Ellen Anderson Gholson","Phases of an inferior planet","elite",
"uc1.b243629",1898,1898,0,1898,"m","uk",28.7611703212,0.5297288079,1,1,"Ollivant, Alfred","Bob, son of Battle","elite",
"uc1.b248359",1864,1864,0,1864,,"us",41.7435590163,0.0698298255,0,1,"Cousin Carrie","Keep a good heart","vulgar",
"uc1.b248450",1893,1893,0,1893,"f","us",26.5306110148,0.6443657624,1,1,"Catherwood, Mary Hartwell","The white islander","elite",
"uc1.b249261",1889,1889,0,1889,"m","us",32.7468508481,0.5025434297,1,1,"Hardy, Arthur Sherburne","Passe Rose","elite",
"uc1.b249543",1898,1898,0,1898,"f","uk",30.8647266291,0.4220961472,0,1,"Barr, Amelia Edith Huddleston","The lost silver of Briffault","vulgar",
"uc1.b249559",1880,1880,0,1880,"f","uk",35.3043236301,0.6663321654,1,1,"Broughton, Rhoda","Second thoughts","elite",
"uc1.b249560",1880,1880,0,1880,"f","uk",34.9629374292,0.5162133033,1,1,"Broughton, Rhoda","Second thoughts","elite",
"uc1.b249764",1881,1881,0,1881,"m","us",28.0471374222,0.7246763445,1,1,"Fawcett, Edgar","A gentleman of leisure","elite",
"uc1.b250127",1864,1864,0,1864,"m","uk",30.7504572542,0.6334568857,1,1,"Le Fanu, Joseph Sheridan","Uncle Silas","elite",
"uc1.b250128",1864,1864,0,1864,"m","uk",32.3557870851,0.6054568149,1,1,"Le Fanu, Joseph Sheridan","Uncle Silas","elite",
"uc1.b250129",1864,1864,0,1864,"m","uk",30.2012638279,0.5509145684,1,1,"Le Fanu, Joseph Sheridan","Uncle Silas","elite",
"uc1.b250353",1874,1874,0,1874,"f","uk",35.3908723837,0.6535898556,0,1,"Reade, Compton","Rose and Rue","vulgar",
"uc1.b250369",1864,1864,0,1864,"m","uk",30.9639075966,0.6701018911,0,1,"Sala, George Augustus","Quite alone","vulgar",
"uc1.b250585",1852,1852,0,1852,"f","uk",47.7008298641,0.4004912042,1,1,"Sinclair, Catherine","Beatrice, or, The unknown relatives","elite",
"uc1.b250586",1852,1852,0,1852,"f","uk",41.4701110043,0.4434403281,1,1,"Sinclair, Catherine","Beatrice, or, The unknown relatives","elite",
"uc1.b250587",1852,1852,0,1852,"f","uk",42.3039536089,0.3492865338,1,1,"Sinclair, Catherine","Beatrice, or, The unknown relatives","elite",
"uc1.b251155",1883,1883,0,1883,"m","us",29.1595365406,0.2742779115,1,1,"Harte, Bret","In the Carquinez woods","elite",
"uc1.b266927",1855,1855,0,1855,"f","us",40.1298143468,0.3933361505,0,1,"Holyoke, Hetty","Blanche and her friends","vulgar",
"uc1.b2791154",1872,1872,0,1872,"m","uk",34.8452362799,0.4082478148,1,1,"Shand, Alexander Innes","Shooting the rapids","elite",
"uc1.b301202",1899,1899,0,1899,"f",,27.6900589987,0.279013863,0,1,"Lust, Adelina Cohnfeldt","A tent of grace","vulgar",
"uc1.b3048116",1880,1880,0,1880,"m","french",35.4787024192,0.0919253395,0,1,"Du Boisgobey, Fortuné","Sensational novels","vulgar",
"uc1.b308297",1895,1895,0,1895,"f","us",30.2236950633,0.0151876717,0,1,"Freeman, Mary Eleanor Wilkins","Comfort Pease and her gold ring","vulgar",
"uc1.b3123461",1911,1911,0,1911,,"us",31.7723248226,0.5450717149,0,1,"anonymous7","The Wit and humor of America","vulgar",
"uc1.b3123803",1857,1857,0,1857,"m","uk",40.9839670235,0.098288148,0,1,"Horlock, Knightley William","The Squire of Beechwood","vulgar",
"uc1.b3123856",1868,1868,0,1868,"f","uk",47.3762476386,0.3182131186,0,1,"Houstoun","Sink or swim?","vulgar",
"uc1.b3124668",1886,1886,0,1886,"m","us",35.3099575052,0.6556387666,0,1,"Hawthorne, Julian","The trial of Gideon","vulgar",
"uc1.b3136560",1926,1926,0,1926,"m","uk",30.3079551526,0.6011152485,0,1,"Benson, E. F","Mezzanine / | $c: by E. F. Benson.","vulgar",
"uc1.b3151817",1936,1936,0,1936,"m","in",33.034316174,0.6296743136,1,1,"Anand, Mulk Raj","The Coolie","elite",
"uc1.b318289",1884,1884,0,1884,"m","french",35.2037584926,0.0645267509,0,1,"Du Boisgobey, Fortuné","Babiole, the pretty milliner","vulgar",
"uc1.b3290399",1922,1922,0,1922,"m","uk",29.5066726413,0.6777395428,1,1,"William McFee","Command","elite",
"uc1.b3295221",1941,1941,0,1941,"m","us",24.77427768,0.4764463109,0,1,"Street, James H. (James Howell)","In my father's house, | $c: by James Street.","vulgar",
"uc1.b3321953",1855,1855,0,1855,"m","uk",39.0860094329,0.6752571994,1,1,"Brooks, Shirley","Aspen court;","elite",
"uc1.b3321954",1855,1855,0,1855,"m","uk",35.2309456426,0.5709384713,1,1,"Brooks, Shirley","Aspen court;","elite",
"uc1.b3321955",1855,1855,0,1855,"m","uk",35.5163524814,0.433347499,1,1,"Brooks, Shirley","Aspen court;","elite",
"uc1.b3322001",1880,1880,0,1880,"f","uk",31.5811136989,0.083979211,0,1,"Buxton, B. H","Nell","vulgar",
"uc1.b3322489",1875,1875,0,1875,"m","us",33.0065490965,0.5864099736,0,1,"Hawthorne, Julian","Garth","vulgar",
"uc1.b3325180",1852,1852,0,1852,"m","us",49.2775339515,0.2088529603,0,1,"Thompson, Daniel P","May Martin, and other tales of the Green Mountains","vulgar",
"uc1.b3325193",1926,1926,0,1926,"m","us",32.1312148207,0.2473578322,0,1,"Lynde, Francis","The tenderfoots, | $c: by Francis Lynde.","vulgar",
"uc1.b3325372",1897,1897,0,1897,"m","us",33.1612581269,0.4550023056,1,1,"Davis, Richard Harding","Soldiers of fortune","elite",
"uc1.b3325538",1895,1895,0,1895,"m","uk",34.0920026688,0.7515684076,1,1,"Mallock, W. H","The heart of life","elite",
"uc1.b3325539",1895,1895,0,1895,"m","uk",33.2506886326,0.7143534319,1,1,"Mallock, W. H","The heart of life","elite",
"uc1.b3325617",1852,1852,0,1852,"f","uk",33.6263412574,0.5685182863,1,1,"Marsh-Caldwell, Anne","Castle Avon","elite",
"uc1.b3325618",1852,1852,0,1852,"f","uk",30.9978231319,0.6983613001,1,1,"Marsh-Caldwell, Anne","Castle Avon","elite",
"uc1.b3325619",1852,1852,0,1852,"f","uk",32.6493252707,0.5731909024,1,1,"Marsh-Caldwell, Anne","Castle Avon","elite",
"uc1.b3326036",1898,1898,0,1898,"f","us",34.2008360532,0.5413495598,1,1,"Slosson, Annie Trumbull","Dumb foxglove","elite",
"uc1.b3326437",1893,1893,0,1893,"f","uk",31.9747686367,0.4535255561,0,1,"Steel, Flora Annie Webster","Miss Stuart's legacy","vulgar",
"uc1.b3327058",1851,1851,0,1851,"f","uk",41.1995666961,0.4650658022,0,1,"Murray, Hamilton","Falkenburg","vulgar",
"uc1.b3327126",1853,1853,0,1853,"m","uk",38.7083825875,0.2627326424,0,1,"Rowcroft, Charles","The Australian Crusoes","vulgar",
"uc1.b3327172",1923,1923,0,1923,"m","uk",32.1662899114,0.6812373418,0,1,"Roberts, Morley","Followers of the sea; | a set of sea-comedies, | $c: by Morley Roberts.","vulgar",
"uc1.b3327221",1900,1900,0,1900,"m","uk",27.8371552498,0.6215867613,1,1,"Zangwill, Israel","The mantle of Elijah","elite",
"uc1.b3327277",1886,1886,0,1886,"f","us",33.7546558221,0.737424723,0,1,"Whitney, A. D. T","Bonnyborough","vulgar",
"uc1.b3327322",1874,1874,0,1874,"f","uk",29.9222414922,0.2630954328,0,1,"Montgomery, Florence","Thwarted or Ducks' eggs in a hen's nest","vulgar",
"uc1.b3327365",1899,1899,0,1899,"m","uk",29.3137936637,0.698394065,1,1,"Merriman, Henry Seton","The isle of unrest","elite",
"uc1.b3327527",1880,1880,0,1880,"m","uk",39.4280964221,0.6491652097,0,1,"Payn, James","Married beneath him","vulgar",
"uc1.b3329009",1900,1900,0,1900,"m","us",32.4000752959,0.3534450761,0,1,"Thompson, Maurice","Alice of Old Vincennes","vulgar",
"uc1.b3346792",1911,1911,0,1911,"m","za",29.6254077757,0.6472351999,1,1,"Gibbon, Perceval","Margaret Harding","elite",
"uc1.b3387887",1901,1901,0,1901,"m","us",35.3895701733,0.648610673,0,1,"Flandrau, Charles Macomb","The diary of a freshman","vulgar",
"uc1.b3445270",1924,1924,0,1924,"m","uk",29.1824409305,0.6186274233,1,1,"Forster, E.M","A Passage to India","elite",
"uc1.b3486106",1913,1913,0,1913,"m","uk",45.3120259058,0.8821376366,0,1,"Cunninghame Graham, R. B","A hatchment","vulgar",
"uc1.b3548184",1850,1850,0,1850,"m","uk",40.6613358663,0.2795805196,0,1,"Warburton, Eliot","Reginald Hastings","vulgar",
"uc1.b3569303",1902,1902,0,1902,"m","us",35.3241113652,0.52415835,1,1,"Tarkington, Booth","The two Vanrevels","elite",
"uc1.b3569309",1902,1902,0,1902,"m","us",29.7081616684,0.4045404302,1,1,"Van Dyke, Henry","The blue flower","elite",
"uc1.b3578514",1870,1870,0,1870,"m","uk",35.7912081841,0.2375528452,0,1,"Ainsworth, William Harrison","Mervyn Clithero","vulgar",
"uc1.b3578724",1892,1892,0,1892,"m","uk",34.4818924933,0.7544942018,1,1,"Hardy, Thomas","Tess of the D'Urbervilles","elite",
"uc1.b3578725",1892,1892,0,1892,"m","uk",32.3466602896,0.5801863833,1,1,"Hardy, Thomas","Tess of the D'Urbervilles","elite",
"uc1.b3578726",1892,1892,0,1892,"m","uk",32.6590582773,0.575878658,1,1,"Hardy, Thomas","Tess of the D'Urbervilles","elite",
"uc1.b3579114",1850,1850,0,1850,"m","us",33.9752507248,0.291984935,0,1,"Kimball, Richard B","Saint Leger, or, The threads of life","vulgar",
"uc1.b3579188",1902,1902,0,1902,"f","uk",41.3221472479,0.7297019337,1,1,"Barlow, Jane","The founding of fortunes","elite",
"uc1.b3581594",1901,1901,0,1901,"m","uk",35.3486047654,0.6177699151,1,1,"Munro, Neil","Doom Castle;","elite",
"uc1.b3688035",1935,1935,0,1935,"f","us",37.9662991308,0.653275911,1,1,"Chase, Mary Ellen","Silas Crockett","elite",
"uc1.b3688082",1928,1928,0,1928,"m","us",21.5795118814,0.1562406636,0,1,"Cohen, Octavus Roy","The light shines through, | $c: by Octavus Roy Cohen.","vulgar",
"uc1.b3710699",1925,1925,0,1925,"m","us",25.7164588861,0.2928303247,0,1,"Komroff, Manuel","The grace of lambs; | $c: stories by Manuel Komroff ...","vulgar",
"uc1.b3810837",1922,1922,0,1922,"m","uk",28.7466595812,0.5016606644,0,1,"Buchan, John","The path of the king / | $c: John Buchan.","vulgar",
"uc1.b3826722",1945,1945,0,1945,"m","uk",32.6047060172,0.6740551635,1,1,"Waugh, Evelyn","Brideshead Revisited","elite",
"uc1.b3834727",1937,1937,0,1937,"f","au",26.9402572167,0.7962092685,0,1,"Eldershaw, M. Barnard","Plaque with laurel.","vulgar",
"uc1.b3834767",1933,1933,0,1933,"m","uk",36.1779957852,0.7792544997,0,1,"Baron, Dunsany, Edward John Moreton Drax Plunkett","The curse of the wise woman / | $c: by Lord Dunsany.","vulgar",
"uc1.b3862825",1938,1938,0,1938,"m","uk",32.6521984079,0.6995266989,0,1,"Forester, C. S. (Cecil Scott)","Ship of the line.","vulgar",
"uc1.b3862879",1914,1914,0,1914,"m","us",33.5997492761,0.6576993246,1,1,"Herrick, Robert","Clark's Field","elite",
"uc1.b4082837",1937,1937,0,1937,"m","us",23.993355525,0.490309303,1,1,"Williams, William Carlos","White Mule","elite",
"uc1.b4084618",1936,1936,0,1936,"m","ger",28.2345620056,0.5195321886,0,1,"Fallada, Hans","An old heart goes a journeying | $c: [by] Hans Fallada [pseud.] illustrated by Georg Salter.","vulgar",
"uc1.b4090082",1947,1947,0,1947,"m","us",26.4394836912,0.5588434905,1,1,"Powers, J.F","Prince of Darkness","elite",
"uc1.b4094353",1928,1928,0,1928,"m","uk",34.3331244409,0.4573214964,0,1,"Forester, C. S. (Cecil Scott)","The daughter of the Hawk / | $c: by C.S. Forester.","vulgar",
"uc1.b4097394",1924,1924,0,1924,"f","us",25.6635123619,0.6819877257,1,1,"Ferber, Edna","So big.","elite",
"uc1.b4097697",1924,1924,0,1924,"m","uk",27.3658770564,0.7552946865,1,1,"Ford, Ford Madox","Some Do Not","elite",
"uc1.b4101375",1893,1893,0,1893,"m","uk",30.6123731579,0.2883557659,0,1,"Burnand, F. C","The real adventures of Robinson Crusoe","vulgar",
"uc1.b4102284",1870,1870,0,1870,,,36.7088534069,0.1765451734,0,1,"Taylor, Winifred","Rupert Rochester, the banker's son","vulgar",
"uc1.b4102757",1893,1893,0,1893,"m","us",28.22250027,0.7921846322,1,1,"Fuller, Henry Blake","The cliff-dwellers","elite",
"uc1.b4102903",1856,1856,0,1856,"m","uk",34.8274538849,0.7477342291,1,1,"Dickens, Charles","Little Dorrit","elite",
"uc1.b4102980",1865,1865,0,1865,"f","uk",45.2674496801,0.5666486991,1,1,"Ingelow, Jean","Studies for stories","elite",
"uc1.b4103059",1912,1912,0,1912,"f","us",29.9353104226,0.1202490715,0,1,"Stratton-Porter, Gene","The harvester","vulgar",
"uc1.b4104144",1861,1861,0,1861,"f","us",35.5767900407,0.6535147632,1,1,"Putnam, Mary Lowell","Record of an obscure man","elite",
"uc1.b4104262",1897,1897,0,1897,"f","us",33.1730757311,0.3771522172,0,1,"Freeman, Mary Eleanor Wilkins","Jerome, a poor man;","vulgar",
"uc1.b4104445",1874,1874,0,1874,"f","us",29.9910218859,0.5931522232,1,1,"Davis, Rebecca Harding","John Andross","elite",
"uc1.b4104982",1877,1877,0,1877,"f","us",31.1796316496,0.5252090275,1,1,"Burnett, Frances Hodgson","That lass o' Lowrie's","elite",
"uc1.b4109141",1868,1868,0,1868,"m","us",33.3917735049,0.691053781,1,1,"Edwards, Amelia Ann Blanford","Norwood;","elite",
"uc1.b4113044",1886,1886,0,1886,"m","uk",36.6523254675,0.5020939658,0,1,"Brierley, Benjamin","Cast upon the world","vulgar",
"uc1.b4145140",1851,1851,0,1851,"f","us",40.4282757307,0.6205935003,1,1,"Stowe, Harriet Beecher","Uncle Tom's cabin","elite",
"uc1.b4512697",1910,1910,0,1910,"m","us",34.7416390191,0.1399661251,0,1,"Kingsbury, Carl Louis","The mystery at the Carroll ranch","vulgar",
"uc1.b4582062",1861,1861,0,1861,,,51.2130814845,0.4040543342,0,1,"Minster, Annie Maria","Glenelvan;","vulgar",
