"docid","actualdate","earliestdate","firstpub","tags","recordid","OCLC","author","imprint","enumcron","title","pubrev","judge","impaud","yrrev","pubname","birthdate","gender","nationality","othername","notes","canon","path","authsvols","publisher"
"uc1.$b245139",1927,1927,1927,"elite",1188230,,"Wharton, Edith","New York|London|D. Appleton and company|1927.",,"Twilight Sleep","rev",,,1927,"ATL",1862,"f","us",,,,"uc1/pairtree_root/$b/24/51/39/$b245139/uc1.$b245139.json.bz2",121,"Appleton"
"mdp.39015030751815",1927,1927,1927,"vulgar",,,"Loeb, Harold","New York|Boni & Liveright|1927.",,"The professors like vodka | $c: [by] Harold Loeb.",,,,,,1891,"m","us",,,,"mdp/pairtree_root/39/01/50/30/75/18/15/39015030751815/mdp.39015030751815.json.bz2",2,"Boni Liveright"
"mdp.39015071596954",1927,1927,1927,"vulgar",,,"Detzer, Karl","Indianapolis|Bobbs-Merrill|c1927.",,"The marked man : | a romance of the Great Lakes / | $c: by Karl W. Detzer ...",,,,,,1891,"m","us",,,,"mdp/pairtree_root/39/01/50/71/59/69/54/39015071596954/mdp.39015071596954.json.bz2",6,"Indianapolis Bobbs Merrill"
"mdp.39015002710773",1927,1927,1927,"elite",1376905,,"Priestley, J.B","London|W. Heinemann|1927.",,"Benighted","rev",,,1928,"LM",1894,"m","uk","Priestley, J. B",,,"mdp/pairtree_root/39/01/50/02/71/07/73/39015002710773/mdp.39015002710773.json.bz2",40,"William Heinemann"
"uc1.$b322811",1927,1927,1927,"elite",475046,,"Boyd, James","New York|C. Scribner's Sons|1927.",,"Marching On","rev","pos",,1927,"ATL",1888,"m","us",,,,"uc1/pairtree_root/$b/32/28/11/$b322811/uc1.$b322811.json.bz2",14,"Scribner"
"pst.000008245977",1927,1927,1927,"vulgar",,,"Morrow, Honoré","New York|W. Morrow & Co.|c1927-1930].",,"Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow.",,,,,,1880,"f","us",,,,"pst/pairtree_root/00/00/08/24/59/77/000008245977/pst.000008245977.json.bz2",8,"Morrow"
"mdp.39015010208307",1928,1927,1927,"vulgar",,,"Norris, Kathleen Thompson","Garden City, N. Y.|Doubleday, Doran and company, inc.|1928.",,"The foolish virgin",,,,,,1880,"f","us",,"romance",,"mdp/pairtree_root/39/01/50/10/20/83/07/39015010208307/mdp.39015010208307.json.bz2",0,"Garden City Doubleday Doran"
"uc1.$b323595",1927,1927,1927,"vulgar",,,"Collins, Dale","Boston|Little|c1927.",,"The sentimentalists / | $c: by Dale Collins.",,,,,,1897,"m","au",,,,"uc1/pairtree_root/$b/32/35/95/$b323595/uc1.$b323595.json.bz2",12,"Little"
"osu.32435066780313",1928,1928,1928,"vulgar",,,"Brand, Max","New York|Dodd, Mead & Company|c1928.",,"Border guns / | $c: Max Brand.",,,,,,1892,"m","us",,,,"osu/pairtree_root/32/43/50/66/78/03/13/32435066780313/osu.32435066780313.json.bz2",17,"Dodd Mead"
"mdp.39015066054266",1928,1928,1928,"elite",390776,,"Forster, E.M","New York|Harcourt, Brace & company|c1928",,"The Eternal Moment","rev","pos",,1928,"LM",1879,"m","uk",,,,"mdp/pairtree_root/39/01/50/66/05/42/66/39015066054266/mdp.39015066054266.json.bz2",16,"Harcourt Brace"
"mdp.39015048708674",1928,1928,1928,"vulgar",,,"[Champneys, Adelaide]","Indianapolis|The Bobbe-Merrill company|1928",,"November night.",,,,,,1888,"f","uk",,,,"mdp/pairtree_root/39/01/50/48/70/86/74/39015048708674/mdp.39015048708674.json.bz2",2,"Indianapolis Bobbe Merrill"
"mdp.39015005667202",1928,1928,1928,"vulgar",,,"Bacheller, Irving","Indianapolis|The Bobbs-Merrill company|c1928",,"The House of three ganders, | $c: by Irving Bacheller.",,,,,,1859,"m","us",,,,"mdp/pairtree_root/39/01/50/05/66/72/02/39015005667202/mdp.39015005667202.json.bz2",70,"Indianapolis Bobbs Merrill"
"mdp.39015073390984",1928,1928,1928,"elite",1417125,,"Sinclair, Upton",,,"Boston","rev","neg",,1929,"ATL",1878,"m","us",,,,"mdp/pairtree_root/39/01/50/73/39/09/84/39015073390984/mdp.39015073390984.json.bz2",85,"Nan"
"uc1.b4094353",1928,1928,1928,"vulgar",,,"Forester, C. S. (Cecil Scott)","Indianapolis|Bobbs-Merrill|c1928.",,"The daughter of the Hawk / | $c: by C.S. Forester.",,,,,,1899,"m","uk",,,,"uc1/pairtree_root/b4/09/43/53/b4094353/uc1.b4094353.json.bz2",21,"Indianapolis Bobbs Merrill"
"mdp.39015063949526",1928,1928,1928,"elite",241898,,"Elinor Mordaunt",,,"Too Much Java","rev",,,,"TLS",1872,"f","uk",,,,"mdp/pairtree_root/39/01/50/63/94/95/26/39015063949526/mdp.39015063949526.json.bz2",0,"Nan"
"uc1.$b103197",1928,1928,1928,"elite",1419050,,"Montague, C. E","London|Chatto & Windus|1928.",,"Action","rev","pos",,1929,"ATL",1867,"m","uk",,,,"uc1/pairtree_root/$b/10/31/97/$b103197/uc1.$b103197.json.bz2",9,"Chatto Windus"
"mdp.39015031442497",1928,1928,1928,"vulgar",,,"Freeman, R. Austin (Richard Austin)","New York|Dodd, Mead & company|1928.",,"As a thief in the night | $c: [by] R. Austin Freeman.",,,,,,1862,"m","uk",,,,"mdp/pairtree_root/39/01/50/31/44/24/97/39015031442497/mdp.39015031442497.json.bz2",17,"Dodd Mead"
"mdp.39015031241626",1928,1928,0,"elite",538756,,"Macaulay, Rose","New York, Boni & Liveright|1928.",,"Daisy and Daphne","rev",,,1928,"ATL",1881,"f","uk",,,,"mdp/pairtree_root/39/01/50/31/24/16/26/39015031241626/mdp.39015031241626.json.bz2",22,"Boni Liveright"
"inu.32000000970782",1928,1928,1928,"elite",6059899,,"Woolf, Virginia","New York|Harcourt, Brace and Company|c1928",,"Orlando","rev","pos",,1928,"NY",1882,"f","uk",,,,"inu/pairtree_root/32/00/00/00/97/07/82/32000000970782/inu.32000000970782.json.bz2",31,"Harcourt Brace"
"mdp.39015063547288",1933,1928,1928,"elite",286637,,"Freeman Wills Crofts","London [etc.|W. Collins sons & co., ltd.|1933",,"The Sea Mystery, an Inspector French Case","rev",,,,"NR",1879,"m","uk",,,,"mdp/pairtree_root/39/01/50/63/54/72/88/39015063547288/mdp.39015063547288.json.bz2",16,"Collins"
"uc1.b3688082",1928,1928,1928,"vulgar",,,"Cohen, Octavus Roy","Boston|Little, Brown, and company|1928.",,"The light shines through, | $c: by Octavus Roy Cohen.",,,,,,1891,"m","us",,,,"uc1/pairtree_root/b3/68/80/82/b3688082/uc1.b3688082.json.bz2",27,"Little Brown"
"mdp.39015016894654",1928,1928,1928,"elite",1376196,,"O'Flaherty, Liam","New York|Harcourt, Brace|1928.",,"The Assassin","rev","pos",,1929,"NR",1896,"m","uk",,,,"mdp/pairtree_root/39/01/50/16/89/46/54/39015016894654/mdp.39015016894654.json.bz2",39,"Harcourt Brace"
"mdp.39015031309209",1928,1928,1928,"elite",1194590,,"Stern, G. B","New York|A. A. Knopf|c1928.",,"Debonair","rev",,,1928,"NR",1890,"f","uk",,,,"mdp/pairtree_root/39/01/50/31/30/92/09/39015031309209/mdp.39015031309209.json.bz2",27,"Knopf"
"mdp.39015030356045",1928,1928,0,"elite",1207973,,"Green, Julian","New York|Harper|1928.",,"The Closed Garden","rev","neg",,1928,"NR",1900,"m","us",,,,"mdp/pairtree_root/39/01/50/30/35/60/45/39015030356045/mdp.39015030356045.json.bz2",17,"Harper"
"uc1.$b302196",1928,1928,1928,"vulgar",,,"Parry, Edward Abbott, Sir","London|W. Heinemann, limited|1928",,"Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",,,,,,1863,"m","uk",,,,"uc1/pairtree_root/$b/30/21/96/$b302196/uc1.$b302196.json.bz2",1,"William Heinemann"
"mdp.39015000631930",1950,1928,1928,"elite",537393,,"Lawrence, D. H",,,"The Woman Who Rode Away","rev","pos",,1928,"CRIT",1885,"m","uk",,,,"mdp/pairtree_root/39/01/50/00/63/19/30/39015000631930/mdp.39015000631930.json.bz2",88,"Nan"
"uc1.$b301881",1928,1928,1928,"vulgar",,,"Milton, Ernest","New York|Harper|1928.",,"To kiss the crocodile, | a story.",,,,,,1890,"m","us",,,,"uc1/pairtree_root/$b/30/18/81/$b301881/uc1.$b301881.json.bz2",1,"Harper"
"mdp.39015014510963",1928,1928,1928,"vulgar",,,"Hoffman, William Dawson","Chicago|A. C. McClurg & co.|1928.",,"The Saddle Wolf, | $c: by W. D. Hoffman.",,,,,,1884,"m","us",,,,"mdp/pairtree_root/39/01/50/14/51/09/63/39015014510963/mdp.39015014510963.json.bz2",1,"Mcclurg"
"mdp.39015002742305",1929,1929,1929,"elite",1911155,,"Rodker, John","London|The Aquila press|1929.",,"Adolphe 1920","rev","pos","elite",1931,"CRIT",1894,"m","uk",,,,"mdp/pairtree_root/39/01/50/02/74/23/05/39015002742305/mdp.39015002742305.json.bz2",3,"Aquila"
"mdp.39015017687289",1929,1929,1929,"vulgar",,,"Hughes, Richard Arthur Warren","London|Chatto & Windus|1929.",,"A high wind in Jamaica | $c: [by] Richard Hughes.",,,,,,1900,"m","uk",,,,"mdp/pairtree_root/39/01/50/17/68/72/89/39015017687289/mdp.39015017687289.json.bz2",8,"Chatto Windus"
"miun.aat2524,0001,001",1929,1929,1929,"elite",168287,,"Larsen, Nella",,,"Passing","rev","pos",,1929,"CRIS",1891,"m","us",,,,"miun/pairtree_root/aa/t2/52/4,/00/01/,0/01/aat2524,0001,001/miun.aat2524,0001,001.json.bz2",1,"Nan"
"umn.319510020706483",1929,1929,1929,"vulgar",,,"Eyton, John Seymour","Indianapolis|The Bobbs Merril company|c1929",,"Kullu and the elephant / | $c: with decorations by W.R. Lohse.",,,,,,0,"m","uk",,,,"umn/pairtree_root/31/95/10/02/07/06/48/3/319510020706483/umn.319510020706483.json.bz2",4,"Indianapolis Bobbs Merril"
"uc1.$b797656",1929,1929,1929,"vulgar",,,"Rinehart, Mary Roberts","New York|Farrar & Rinehart, Incorporated|c1929.",,"The romantics, | $c: by Mary Roberts Rinehart.",,,,,,1876,"f","us",,,,"uc1/pairtree_root/$b/79/76/56/$b797656/uc1.$b797656.json.bz2",96,"Farrar Rinehart"
"mdp.39015008386784",1929,1929,1929,"elite",1398711,,"O'Flaherty, Liam","London|Cape|1929.",,"The House of Gold","rev","pos",,1930,"DUB",1896,"m","uk",,,,"mdp/pairtree_root/39/01/50/08/38/67/84/39015008386784/mdp.39015008386784.json.bz2",39,"Cape"
"mdp.39015048550019",1930,1930,1930,"elite",1376312,,"Parker, Dorothy","New York|Viking Press|1930.",,"Laments for the Living","rev","pos",,1930,"ATL",1893,"f","us",,,,"mdp/pairtree_root/39/01/50/48/55/00/19/39015048550019/mdp.39015048550019.json.bz2",12,"Viking"
"mdp.39015031305538",1930,1930,1930,"elite",1775151,,"Stone, Grace Zaring","New York|Grosset & Dunlap|c1930",,"The Bitter Tea of General Yen","rev",,,,"NY",1891,"f","us",,,,"mdp/pairtree_root/39/01/50/31/30/55/38/39015031305538/mdp.39015031305538.json.bz2",7,"Grosset Dunlap"
"mdp.39015000539521",1932,1930,1930,"vulgar",,,"Oursler, Fulton","New York|Grosset & Dunlap|1932",,"About the murder of Geraldine Foster, | $c: by Anthony Abbot [pseud.] ...",,,,,,1893,"m","us",,,,"mdp/pairtree_root/39/01/50/00/53/95/21/39015000539521/mdp.39015000539521.json.bz2",7,"Grosset Dunlap"
"mdp.39015005735421",1935,1930,1930,"elite",631706,,"Maugham, W. Somerset","Garden City, N. Y.|Doubleday, Doran & company, inc.|1935.",,"Cakes and Ale","rev","pos",,1931,"ATL",1874,"m","uk",,,,"mdp/pairtree_root/39/01/50/05/73/54/21/39015005735421/mdp.39015005735421.json.bz2",108,"Garden City Doubleday Doran"
"mdp.39015063977600",1930,1930,1930,"vulgar",,,"Pedler, Margaret (Bass) Mrs","Garden City, N. Y.|Doubleday, Doran & company, inc.|1930.",,"Fire of youth, | $c: by Margaret Pedler.",,,,,,1890,"f","uk",,,,"mdp/pairtree_root/39/01/50/63/97/76/00/39015063977600/mdp.39015063977600.json.bz2",5,"Garden City Doubleday Doran"
"mdp.39015005273563",1932,1930,1930,"elite",538302,,"Lewis, Wyndham",,,"The Apes of God","rev","neg",,1930,"ADL",1882,"m","uk",,,,"mdp/pairtree_root/39/01/50/05/27/35/63/39015005273563/mdp.39015005273563.json.bz2",16,"Nan"
"mdp.39015065447487",1930,1930,1930,"vulgar",,,"Martin, Stuart","New York|London|Harper & brothers|1930.",,"The trial of Scotland yard, | $c: by Stuart Martin.",,,,,,0,"m","us",,,,"mdp/pairtree_root/39/01/50/65/44/74/87/39015065447487/mdp.39015065447487.json.bz2",2,"Harper"
"uc1.$b312400",1930,1930,1930,"elite",6541400,,"Ritchie, Alice","London|L. and Virginia Woolf at the Hogarth Press|1930.",,"Occupied Territory","rev","pos",,1930,"ADL",0,"f","uk",,,,"uc1/pairtree_root/$b/31/24/00/$b312400/uc1.$b312400.json.bz2",2,"Virginia Woolf At Hogarth"
"uc1.$b245247",1930,1930,1930,"vulgar",,,"(Henry Major), Tomlinson, H. M","London|Heinemann|1930.",,"All our yesterdays /",,,,,,1873,"m","uk",,,,"uc1/pairtree_root/$b/24/52/47/$b245247/uc1.$b245247.json.bz2",15,"William Heinemann"
"uc1.$b56298",1930,1930,1930,"elite",244541,,"Ashton, Helen","Garden City, N.Y.|Doubleday, Doran and Company, Inc.|1930.",,"Doctor Serocold","rev","pos",,1930,"YAL",1891,"f","uk",,,,"uc1/pairtree_root/$b/56/29/8/$b56298/uc1.$b56298.json.bz2",14,"Garden City Doubleday Doran"
"mdp.39015003538918",1930,1930,1930,"vulgar",,,"Krasnov, P. N. (Petr Nikolaevich)","New York city|Duffeld & company|1930.",,"Kostia the Cossack, | an historical novel",,,,,,1869,"m","ru",,,,"mdp/pairtree_root/39/01/50/03/53/89/18/39015003538918/mdp.39015003538918.json.bz2",11,"City Duffeld"
"mdp.39015056732632",1931,1931,1931,"elite",585989,,"Buck, Pearl S","New York|The John Day company|c1931",,"The Good Earth","rev","pos",,1931,"LM",1892,"f","us",,,,"mdp/pairtree_root/39/01/50/56/73/26/32/39015056732632/mdp.39015056732632.json.bz2",48,"John Day"
"mdp.39015024021324",1931,1931,1931,"elite",246550,,"Lewis,Grace Hegger","New York|H. Liveright, inc.|c1931",,"Half a Loaf","rev","pos",,1931,"NR",0,"f","us",,,,"mdp/pairtree_root/39/01/50/24/02/13/24/39015024021324/mdp.39015024021324.json.bz2",2,"Liveright"
"uc1.$b56950",1931,1931,1931,"vulgar",,,"Lewisohn, Ludwig","New York|Harper & Brothers|1931.",,"The golden vase / | $c: by Ludwig Lewisohn.",,,,,,1882,"m","us",,,,"uc1/pairtree_root/$b/56/95/0/$b56950/uc1.$b56950.json.bz2",31,"Harper"
"mdp.39015031297933",1931,1931,1931,"elite",1376040,,"Milne, A.A","New York|Dutton|1931.",,"Two People","rev","pos",,1932,"YAL",1882,"m","uk","Mile, A. A",,,"mdp/pairtree_root/39/01/50/31/29/79/33/39015031297933/mdp.39015031297933.json.bz2",13,"Dutton"
"uc1.$b299826",1931,1931,1931,"vulgar",,,"Clarke, Donald Henderson","New York|The Vanguard Press|c1931.",,"Young and healthy / | $c: by Donald Henderson Clarke.",,,,,,1887,"m","us",,,,"uc1/pairtree_root/$b/29/98/26/$b299826/uc1.$b299826.json.bz2",7,"Vanguard"
"uc1.$b322712",1931,1931,1931,"elite",666502,,"Benson, Stella","London|Macmillan|1931.",,"Tobit Transplanted","rev","pos",,1931,"DUB",1892,"f","uk",,,,"uc1/pairtree_root/$b/32/27/12/$b322712/uc1.$b322712.json.bz2",26,"Macmillan"
"mdp.39015066053144",1931,1931,1931,"vulgar",,,"Baron, Dunsany, Edward John Moreton Drax Plunkett","New York|London|G. P. Putnam's sons|c1931",,"The travel tales of Mr. Joseph Jorkens,",,,,,,1878,"m","ir",,,,"mdp/pairtree_root/39/01/50/66/05/31/44/39015066053144/mdp.39015066053144.json.bz2",24,"Putnam"
"mdp.39015012067206",1935,1931,1931,"vulgar",,,"Hilton, James","London|Macmilland and co., limited|1935.",,"Murder at school, | a detective fantasia, | $c: by James Hilton.",,,,,,1900,"m","uk",,,,"mdp/pairtree_root/39/01/50/12/06/72/06/39015012067206/mdp.39015012067206.json.bz2",25,"Macmilland"
"mdp.39015031233839",1932,1932,1932,"vulgar",,,"Fisher, Vardis","Caldwell, Id.|The Caxton printers, ltd.|1932.",,"In tragic life, | $c: by Vardis Fisher.",,,,,,1895,"m","us",,,,"mdp/pairtree_root/39/01/50/31/23/38/39/39015031233839/mdp.39015031233839.json.bz2",35,"Caldwell Id Caxton Printers"
"umn.31951002069235p",1932,1932,1932,"vulgar",,,"Morse, Eleanor","New York|H.C. Kinsey|1932.",,"The middle child.",,,,,,0,"f","us",,,,"umn/pairtree_root/31/95/10/02/06/92/35/p/31951002069235p/umn.31951002069235p.json.bz2",1,"Kinsey"
"mdp.39015006218385",1932,1932,1932,"elite",1021090,,"Nordhoff, Charles and Hall, James Norman","Boston|Little, Brown, and company|1932.",,"Mutiny on the Bounty","rev","pos",,1932,"ATL",1887,"m","us",,,,"mdp/pairtree_root/39/01/50/06/21/83/85/39015006218385/mdp.39015006218385.json.bz2",23,"Little Brown"
"wu.89101287878",1934,1932,1932,"elite",8366358,,"Romains, Jules","New York|A.A. Knopf|1934-","v. 2","Men of Good Will","rev",,,1934,"CRIT",1885,"m","fr",,,,"wu/pairtree_root/89/10/12/87/87/8/89101287878/wu.89101287878.json.bz2",61,"Knopf"
"mdp.39015030855608",1932,1932,1932,"vulgar",,,"Bates, H. E. (Herbert Ernest)","London|White Owl Press|1932.",,"Sally go round the moon.",,,,,,1905,"m","uk",,,,"mdp/pairtree_root/39/01/50/30/85/56/08/39015030855608/mdp.39015030855608.json.bz2",42,"White Owl"
"wu.89079758900",1934,1932,1932,"elite",8366358,,"Romains, Jules","New York|A.A. Knopf|1934-","v. 1","Men of Good Will","rev",,,1934,"CRIT",1885,"m","fr",,,,"wu/pairtree_root/89/07/97/58/90/0/89079758900/wu.89079758900.json.bz2",61,"Knopf"
"uc1.$b322871",1932,1932,1932,"elite",582381,,"Brody, Catharine","London, New York|Longmans, Green|1932.",,"Nobody Starves","rev","pos",,1932,"NR",0,"f","us",,,,"uc1/pairtree_root/$b/32/28/71/$b322871/uc1.$b322871.json.bz2",2,"Longmans Green"
"pst.000027847633",1932,1932,1932,"elite",7055902,,"Huxley, Aldous","Garden City, N. Y.|Doubleday, Doran & company, inc.|1932.",,"Brave New World","rev","neg",,1932,"ADL",1894,"m","uk",,,,"pst/pairtree_root/00/00/27/84/76/33/000027847633/pst.000027847633.json.bz2",78,"Garden City Doubleday Doran"
"mdp.39015047762482",1933,1933,1933,"elite",1375752,,"Edmonds, Walter D","Boston|Little, Brown, and company|1933.",,"Erie Water","rev","pos",,1933,"ATL",1903,"m","us",,,,"mdp/pairtree_root/39/01/50/47/76/24/82/39015047762482/mdp.39015047762482.json.bz2",13,"Little Brown"
"mdp.39015039590446",1933,1933,1933,"vulgar",,,"Mitchell, James Leslie","London|Jarrolds|1933",,"Cloud howe.",,,,,,1901,"m","uk",,,,"mdp/pairtree_root/39/01/50/39/59/04/46/39015039590446/mdp.39015039590446.json.bz2",3,"Jarrolds"
"mdp.39015066650469",1933,1933,1933,"elite",1425466,,"Cozzens, James Gould","New York|Harcourt, Brace|195-?, c1933",,"The Last Adam","rev","pos",,1933,"NY",1903,"m","us",,,,"mdp/pairtree_root/39/01/50/66/65/04/69/39015066650469/mdp.39015066650469.json.bz2",38,"Harcourt Brace"
"mdp.39015063740214",1933,1933,1933,"vulgar",,,"Aldrich, Bess Streeter","New York|London|D. Appleton-Century company, incorporated|1933.",,"Miss Bishop | $c: [by] Bess Streeter Aldrich.",,,,,,1881,"f","us",,,,"mdp/pairtree_root/39/01/50/63/74/02/14/39015063740214/mdp.39015063740214.json.bz2",17,"Appleton Century"
"mdp.39015059413370",1933,1933,1933,"vulgar",,,"Hull, Helen R. (Helen Rose)","New York|Coward-McCann, inc.|c1933",,"Hardy perennial | $c: [by] Helen Hull.",,,,,,1888,"f","us",,,,"mdp/pairtree_root/39/01/50/59/41/33/70/39015059413370/mdp.39015059413370.json.bz2",9,"Coward Mccann"
"pst.000004784975",1942,1933,1933,"vulgar",,,"Faust, Frederick Schiller","New York|Dodd, Mead & company|1942.",,"Silvertip / | $c: by Max Brand.",,,,,,1892,"m","us",,,,"pst/pairtree_root/00/00/04/78/49/75/000004784975/pst.000004784975.json.bz2",1,"Dodd Mead"
"mdp.39015021285849",1933,1933,1933,"elite",161507,,"Shanks, Edward","Indianapolis|The Bobbs-Merrill company|c1933",,"Queer Street","rev","pos",,1932,"LM",1892,"m","uk",,,,"mdp/pairtree_root/39/01/50/21/28/58/49/39015021285849/mdp.39015021285849.json.bz2",7,"Indianapolis Bobbs Merrill"
"mdp.39015000599186",1933,1933,1933,"elite",1377103,,"Rawlings, Marjorie Kinnan","New York|Scribner|1933.",,"South Moon Under","rev","pos",,1933,"NR",1896,"f","us",,,,"mdp/pairtree_root/39/01/50/00/59/91/86/39015000599186/mdp.39015000599186.json.bz2",8,"Scribner"
"uc1.$b300263",1933,1933,1933,"vulgar",,,"Foote, John Taintor","New York|London|D. Appleton-Century Company|1933.",,"Fatal gesture, | $c: by John Taintor Foote.",,,,,,1881,"m","us",,,,"uc1/pairtree_root/$b/30/02/63/$b300263/uc1.$b300263.json.bz2",15,"Appleton Century"
"uc1.$b243918",1934,1933,1933,"elite",5974490,,"Norris, Charles","Garden City, N.Y.|Doubleday, Doran|1934.",,"Zest","rev","neg",,1933,"LM",1881,"m","us",,,,"uc1/pairtree_root/$b/24/39/18/$b243918/uc1.$b243918.json.bz2",21,"Garden City Doubleday Doran"
"uc1.b3834767",1933,1933,1933,"vulgar",,,"Baron, Dunsany, Edward John Moreton Drax Plunkett","New York|Longmans, Green|1933.",,"The curse of the wise woman / | $c: by Lord Dunsany.",,,,,,1878,"m","ir",,,,"uc1/pairtree_root/b3/83/47/67/b3834767/uc1.b3834767.json.bz2",24,"Longmans Green"
"mdp.39015030071941",1934,1933,1933,"vulgar",,,"Christiansen, Sigurd Wesley","New York|Liveright publishing corporation|c1934",,"Chaff before the wind, | $c: by Sigurd Christiansen; translated from the Norwegian by Isaac Anderson.",,,,,,1891,"m","no",,,,"mdp/pairtree_root/39/01/50/30/07/19/41/39015030071941/mdp.39015030071941.json.bz2",3,"Liveright Corporation"
"osu.32435058019928",1934,1934,1934,"vulgar",,,"Mowery, William Byron","New York|A.L. Burt Company|c1934.",,"Challenge of the north / | $c: William Byron Mowery.",,,,,,1899,"m","us",,,,"osu/pairtree_root/32/43/50/58/01/99/28/32435058019928/osu.32435058019928.json.bz2",2,"Burt"
"pst.000005602179",1934,1934,1934,"vulgar",,,"Cohen, Octavus Roy","New York|London|D. Appleton-Century company, incorporated|1934.",,"Scrambled eggs / | $c: by Octavus Roy Cohen.",,,,,,1891,"m","us",,,,"pst/pairtree_root/00/00/05/60/21/79/000005602179/pst.000005602179.json.bz2",27,"Appleton Century"
"uc1.$b105643",1935,1934,1934,"vulgar",,,"Spring, Howard","New York|Covici, Friede|c1935",,"Shabby tiger, | a novel,",,,,,,1889,"m","uk",,,,"uc1/pairtree_root/$b/10/56/43/$b105643/uc1.$b105643.json.bz2",12,"Covici Friede"
"mdp.39015001782393",1934,1934,1934,"vulgar",,,"Herbst, Josephine","New York|Harcourt, Brace and Company|c1934",,"The executioner waits, | $c: by Josephine Herbst.",,,,,,1892,"f","us",,,,"mdp/pairtree_root/39/01/50/01/78/23/93/39015001782393/mdp.39015001782393.json.bz2",11,"Harcourt Brace"
"mdp.39015011017392",1934,1934,1934,"elite",434207,,"Halper, Albert","New York|The Viking Press|1934.",,"The Foundry","rev","pos",,1934,"NY",1904,"m","us",,,,"mdp/pairtree_root/39/01/50/11/01/73/92/39015011017392/mdp.39015011017392.json.bz2",15,"Viking"
"uc1.$b144788",1934,1934,1934,"vulgar",,,"Gálvez, Manuel","London|John Lane|1934",,"Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.",,,,,,1882,"m","argentine",,,,"uc1/pairtree_root/$b/14/47/88/$b144788/uc1.$b144788.json.bz2",1,"John Lane"
"mdp.49015001000182",1976,1934,1934,"elite",4482702,,"Rhys, Jean",,,"Voyage in the Dark","rev","pos",,1935,"DUB",1890,"f","uk",,,,"mdp/pairtree_root/49/01/50/01/00/01/82/49015001000182/mdp.49015001000182.json.bz2",1,"Nan"
"uc1.$b243329",1934,1934,1934,"elite",483559,,"Johnson, Josephine","New York|Simon and Schuster|1934.",,"Now in November","rev","pos",,1934,"YAL",1910,"f","us",,,,"uc1/pairtree_root/$b/24/33/29/$b243329/uc1.$b243329.json.bz2",7,"Simon Schuster"
"mdp.39015063916590",1934,1934,1934,"vulgar",,,"Ford, Leslie","New York|Farrar & Rinehart, inc.|c1934",,"Mr. Pinkerton goes to Scotland Yard, | $c: by David Frome [pseud.] illustrated by Edward Calman.",,,,,,1898,"f","us",,,,"mdp/pairtree_root/39/01/50/63/91/65/90/39015063916590/mdp.39015063916590.json.bz2",16,"Farrar Rinehart"
"mdp.39015002176801",1934,1934,1934,"elite",434721,,"Hammett, Dashiell","New York|A.A. Knopf|1934.",,"The Thin Man","rev","pos",,1934,"NR",1894,"m","us",,,,"mdp/pairtree_root/39/01/50/02/17/68/01/39015002176801/mdp.39015002176801.json.bz2",5,"Knopf"
"mdp.39015047540441",1934,1934,1934,"elite",480657,,"Hurston, Zora Neale","Philadelphia|London|J.B Lippincott Co.|1934.",,"Jonah's Gourd Vine","rev","neg",,1934,"CRIS",1891,"f","us",,,,"mdp/pairtree_root/39/01/50/47/54/04/41/39015047540441/mdp.39015047540441.json.bz2",5,"Lippincott"
"pst.000029697519",1934,1934,1934,"vulgar",,,"Roberts, Kenneth Lewis","Greenwich, Conn.|Fawcett Publications|1970, c1934].",,"Captain Caution : | a chronicle of Arundel / | $c: [by] Kenneth Roberts.",,,,,,1885,"m","us",,,,"pst/pairtree_root/00/00/29/69/75/19/000029697519/pst.000029697519.json.bz2",25,"Greenwich Conn Fawcett Publications"
"mdp.39015013399715",1935,1935,1935,"elite",484669,,"Davis, H. L","New York|London|Harper & brothers|1935.",,"Honey in the Horn","rev","neg",,1935,"NR",1894,"m","us",,,,"mdp/pairtree_root/39/01/50/13/39/97/15/39015013399715/mdp.39015013399715.json.bz2",9,"Harper"
"uc1.$b87364",1935,1935,1935,"vulgar",,,"Chilton, Eleanor Carroll","Indianapolis|New York|The Bobs-Merrill company|c1935",,"Follow the furies.",,,,,,1898,"f","us",,,,"uc1/pairtree_root/$b/87/36/4/$b87364/uc1.$b87364.json.bz2",1,"Indianapolis Bobs Merrill"
"uc1.b3688035",1935,1935,1935,"elite",4439135,,"Chase, Mary Ellen","New York|The Macmillan company|1935.",,"Silas Crockett","rev","pos",,1935,"NY",1887,"f","us",,,,"uc1/pairtree_root/b3/68/80/35/b3688035/uc1.b3688035.json.bz2",24,"Macmillan"
"osu.32435067907261",1935,1935,1935,"vulgar",,,"Rollins, Kathleen","New York|An Arcadia House Publication|c1935.",,"Enchanted interlude / | $c: by Kathleen Rollins.",,,,,,0,"f","us",,,,"osu/pairtree_root/32/43/50/67/90/72/61/32435067907261/osu.32435067907261.json.bz2",3,"An Arcadia House Publication"
