docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,decade
uc2.ark+=13960=t5r787t41,1917,1917,1917.0,elite,7313634.0,7477745,"Richardson, Dorothy M",New York;Knopf;1917.,,Backwater,rev,,,1918,EGO,1873.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5r/78/7t/41/ark+=13960=t5r787t41/uc2.ark+=13960=t5r787t41.json.bz2,16,Knopf,1910
uiug.30112001317798,1911,1911,1911.0,elite,,,"Wharton, Edith","London: Macmillan, 1911",,Ethan Frome,rev,pos, ,1912,ATL,1862.0,f,us,,,,uiug/pairtree_root/30/11/20/01/31/77/98/30112001317798/uiug.30112001317798.json.bz2,121,Macmillan,1910
uc2.ark+=13960=t8qb9wx9k,1910,1910,1910.0,elite,633758.0,8141507,"James, Winifred",Boston;New York;Houghton Mifflin company;1910.,,Letters to my son,ntd,,pop,1912,FR,1875.0,f,au,,might be autobiographical -- but heavily fictionalized,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8q/b9/wx/9k/ark+=13960=t8qb9wx9k/uc2.ark+=13960=t8qb9wx9k.json.bz2,4,Houghton Mifflin,1910
uc1.32106005398463,1912,1912,1912.0,elite,,,"Cather, Willa","London: W. Heinemann, 1912",,Alexander's Bridge,rev,pos,,1912,ATL,1873.0,f,us,,,,uc1/pairtree_root/32/10/60/05/39/84/63/32106005398463/uc1.32106005398463.json.bz2,70,William Heinemann,1910
mdp.39015002714957,1919,1919,1919.0,elite,1377262.0,,"Richardson, Dorothy M",London;Duckworth;1919,,The Tunnel,rev,pos,,1920,ATL,1873.0,f,uk,,,,mdp/pairtree_root/39/01/50/02/71/49/57/39015002714957/mdp.39015002714957.json.bz2,16,Duckworth,1910
uc2.ark+=13960=t1cj87x20,1913,1913,,vulgar,,,"Bower, B. M","Toronto;The Copp, Clark Co.;1913.",,The gringos,,,,,,1871.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1c/j8/7x/20/ark+=13960=t1cj87x20/uc2.ark+=13960=t1cj87x20.json.bz2,42,Copp Clark,1910
nyp.33433076051329,1912,1912,,vulgar,,,"Maniates, Belle Kanaris","Chicago;New York;Rand, McNally & company;c1912",,David Dunne;,,,,,,,f,ca,,,,nyp/pairtree_root/33/43/30/76/05/13/29/33433076051329/nyp.33433076051329.json.bz2,13,Rand Mcnally,1910
uc1.b4103059,1912,1912,,vulgar,,,"Stratton-Porter, Gene","Garden City, N.Y.;Doubleday, Page & company;1911.",,The harvester,,,,,,1863.0,f,us,,,,uc1/pairtree_root/b4/10/30/59/b4103059/uc1.b4103059.json.bz2,44,Garden City Doubleday Page,1910
loc.ark+=13960=t2h718d7v,1914,1914,1914.0,vulgar,,,"Lynn, Margaret",New York;Macmillan company;1914.,,A stepdaughter of the prairie,,,,,,1869.0,f,us,,,,loc/pairtree_root/ar/k+/=1/39/60/=t/2h/71/8d/7v/ark+=13960=t2h718d7v/loc.ark+=13960=t2h718d7v.json.bz2,3,Macmillan,1910
nyp.33433074943097,1919,1919,1919.0,vulgar,,,"Comstock, Sarah","Garden City, New York;Doubleday, Page & company;1919.",,The valley of vision,,,,,,0.0,f,us,,,,nyp/pairtree_root/33/43/30/74/94/30/97/33433074943097/nyp.33433074943097.json.bz2,3,Garden City Doubleday Page,1910
uc2.ark+=13960=t0ns0m20z,1911,1911,1911.0,vulgar,,,"Barr, Amelia Edith Huddleston",New York;Christian Herald;c1911.,,A maid of old New York,,,,,,1831.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0n/s0/m2/0z/ark+=13960=t0ns0m20z/uc2.ark+=13960=t0ns0m20z.json.bz2,144,Christian Herald,1910
mdp.39015063739802,1919,1919,1919.0,vulgar,,,"Andrews, Mary Raymond Shipman",New York;Scribner;1919.,,Joy in the morning,,,,,,1860.0,f,us,,,,mdp/pairtree_root/39/01/50/63/73/98/02/39015063739802/mdp.39015063739802.json.bz2,54,Scribner,1910
nyp.33433076076334,1914,1914,,vulgar,,,"Hartman, Lee Foster",New York;London;Harper & Brothers;1914.,,The white sapphire;,,,,,,1879.0,m,us,,,,nyp/pairtree_root/33/43/30/76/07/63/34/33433076076334/nyp.33433076076334.json.bz2,1,Harper,1910
inu.30000011866658,1914,1914,,vulgar,,,"Weyman, Stanley John","London;Smith, Elder & Co.;1914;(London;Cassell & Co.)",,Under the red robe,,,,,,1855.0,m,uk,,,,inu/pairtree_root/30/00/00/11/86/66/58/30000011866658/inu.30000011866658.json.bz2,116,Smith Elder Cassell,1910
nyp.33433074840681,1918,1916,1916.0,vulgar,,,"Curwood, James Oliver",New York;Grosset & Dunlap;c1918,,The grizzly king,,,,,,1878.0,m,us,,,,nyp/pairtree_root/33/43/30/74/84/06/81/33433074840681/nyp.33433074840681.json.bz2,73,Grosset Dunlap,1910
inu.32000001384124,1911,1911,1911.0,vulgar,,,"Benson, Robert Hugh",London;Hutchinson;1911?,,The dawn of all,,,,,,1871.0,m,uk,,,,inu/pairtree_root/32/00/00/01/38/41/24/32000001384124/inu.32000001384124.json.bz2,35,Hutchinson,1910
nyp.33433074929450,1913,1913,,vulgar,,,"Brebner, Percy James","Boston;Little, Brown and company;1913.",,The little gray shoe;,,,,,,1864.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/92/94/50/33433074929450/nyp.33433074929450.json.bz2,13,Little Brown,1910
loc.ark+=13960=t7jq1gh0t,1918,1918,1918.0,vulgar,,,"Krunich, Milutin",Boston;New York;Houghton Mifflin Company;1918.,,Serbia crucified;,,,,,,1893.0,m,serbian,,"though material is historical, this is genuinely fiction",,loc/pairtree_root/ar/k+/=1/39/60/=t/7j/q1/gh/0t/ark+=13960=t7jq1gh0t/loc.ark+=13960=t7jq1gh0t.json.bz2,6,Houghton Mifflin,1910
nyp.33433074920772,1919,1919,1919.0,vulgar,,,"Bailey, H. C. (Henry Christopher)",New York;E.P. Dutton;c1919,,The gamesters,,,,,,1878.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/92/07/72/33433074920772/nyp.33433074920772.json.bz2,21,Dutton,1910
mdp.39015031231437,1923,1923,1923.0,elite,485638.0,,"De la Mare, Walter ",New York|A. A. Knopf|1923.,,The Riddle and Other Tales,rev,,,1923,ATL,1873.0,m,uk,,,,mdp/pairtree_root/39/01/50/31/23/14/37/39015031231437/mdp.39015031231437.json.bz2,39,Knopf,1920
mdp.39015002742305,1929,1929,1929.0,elite,1911155.0,,"Rodker, John",London|The Aquila press|1929.,,Adolphe 1920,rev,pos,elite,1931,CRIT,1894.0,m,uk,,,,mdp/pairtree_root/39/01/50/02/74/23/05/39015002742305/mdp.39015002742305.json.bz2,3,Aquila,1920
uc1.32106002155551,1927,1927,1927.0,elite,,,"Wilder, Thornton","New York: A. & C. Boni, 1927.",,The bridge of San Luis Rey,,pos,,,Pulitzer,1897.0,m,us,,,,uc1/pairtree_root/32/10/60/02/15/55/51/32106002155551/uc1.32106002155551.json.bz2,14,Boni,1920
uc1.a0001121284,1922,1922,1922.0,elite,100004277.0,,"Hergesheimer, Joseph",,,Cytherea,rev,,,1922,ATL,1880.0,m,us,,,,uc1/pairtree_root/a0/00/11/21/28/4/a0001121284/uc1.a0001121284.json.bz2,76,Nan,1920
uc1.$b85973,1926,1926,1926.0,elite,6592648.0,,"Beresford, J. D",Indianapolis|The Bobbs-Merrill Company|c1926,,Almost Pagan,rev,,,,ADL,1873.0,m,uk,,,,uc1/pairtree_root/$b/85/97/3/$b85973/uc1.$b85973.json.bz2,58,Indianapolis Bobbs Merrill,1920
uc1.$b87340,1924,1924,1924.0,elite,481329.0,,"Galsworthy, John",New York|Grosset & Dunlap|1924,,The White Monkey,rev,neg,,1925,CRIT,1867.0,m,uk,,,,uc1/pairtree_root/$b/87/34/0/$b87340/uc1.$b87340.json.bz2,226,Grosset Dunlap,1920
uc1.$b243988,1928,1927,1927.0,elite,6498483.0,,"Powys, T. F",London|Chatto and Windus|1928.,,Mr. Weston's Good Wine,rev,pos,,1928,CRIT,1875.0,m,uk,,,,uc1/pairtree_root/$b/24/39/88/$b243988/uc1.$b243988.json.bz2,32,Chatto Windus,1920
uc1.$b244118,1924,1924,1924.0,elite,671556.0,,"Mottram, R. H","New York|L. MacVeagh, Dial press|1924.",,The Spanish Farm,rev,,,1925,DIAL,1883.0,m,uk,,,,uc1/pairtree_root/$b/24/41/18/$b244118/uc1.$b244118.json.bz2,31,Macveagh Dial,1920
hvd.hwpe1q,1921,1921,1921.0,elite,100541804.0,,"Tarkington, Booth",,,Alice Adams,rev,pos,,1921,ATL,1869.0,m,us,,,,hvd/pairtree_root/hw/pe/1q/hwpe1q/hvd.hwpe1q.json.bz2,207,Nan,1920
mdp.39015066054266,1928,1928,1928.0,elite,390776.0,,"Forster, E.M","New York|Harcourt, Brace & company|c1928",,The Eternal Moment,rev,pos,,1928,LM,1879.0,m,uk,,,,mdp/pairtree_root/39/01/50/66/05/42/66/39015066054266/mdp.39015066054266.json.bz2,16,Harcourt Brace,1920
uc1.$b244144,1924,1924,1924.0,elite,6498602.0,,"Murry, John Middleton",London|Constable|1924.,,The Voyage,rev,neg,,1924,CRIT,1889.0,m,uk,,,,uc1/pairtree_root/$b/24/41/44/$b244144/uc1.$b244144.json.bz2,4,Constable,1920
uc1.$b302110,1923,1923,1923.0,elite,1025637.0,,"Nichols, Robert",,,Fantastica,rev,neg,,1923,LM,1893.0,m,uk,,,,uc1/pairtree_root/$b/30/21/10/$b302110/uc1.$b302110.json.bz2,2,Nan,1920
mdp.39015030356045,1928,1928,0.0,elite,1207973.0,,"Green, Julian",New York|Harper|1928.,,The Closed Garden,rev,neg,,1928,NR,1900.0,m,us,,,,mdp/pairtree_root/39/01/50/30/35/60/45/39015030356045/mdp.39015030356045.json.bz2,17,Harper,1920
uc2.ark+=13960=t8gf0p99g,1920,1920,1920.0,elite,390085.0,,"Frank, Waldo",New York;Boni & Liveright;c1920,,The Dark Mother,rev,,,1921,DIAL,1889.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8g/f0/p9/9g/ark+=13960=t8gf0p99g/uc2.ark+=13960=t8gf0p99g.json.bz2,18,Boni Liveright,1920
uc1.$b322811,1927,1927,1927.0,elite,475046.0,,"Boyd, James",New York|C. Scribner's Sons|1927.,,Marching On,rev,pos,,1927,ATL,1888.0,m,us,,,,uc1/pairtree_root/$b/32/28/11/$b322811/uc1.$b322811.json.bz2,14,Scribner,1920
mdp.39015016894654,1928,1928,1928.0,elite,1376196.0,,"O'Flaherty, Liam","New York|Harcourt, Brace|1928.",,The Assassin,rev,pos,,1929,NR,1896.0,m,uk,,,,mdp/pairtree_root/39/01/50/16/89/46/54/39015016894654/mdp.39015016894654.json.bz2,39,Harcourt Brace,1920
uc2.ark+=13960=t1wd3r010,1921,1921,1921.0,elite,245301.0,,"Haldeman-Julius, Emanuel and Anna Marcet",New York;Brentano's;1922,,Dust,rev,pos,,1921,ATL,1889.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1w/d3/r0/10/ark+=13960=t1wd3r010/uc2.ark+=13960=t1wd3r010.json.bz2,3,Brentano,1920
mdp.39015013518025,1927,1927,1927.0,elite,1028401.0,,"Dreiser, Theodore",New York|Boni & Liveright|1927.,,"Chains, Lesser Novels and Stories",rev,,,,NR,1871.0,m,us,,,,mdp/pairtree_root/39/01/50/13/51/80/25/39015013518025/mdp.39015013518025.json.bz2,61,Boni Liveright,1920
uc1.$b56714,1927,1927,1927.0,elite,6576101.0,,"Gorman, Herbert",New York|George H. Doran Co.|c1927.,,The Place Called Dagon,rev,pos,,1927,NY,1893.0,m,us,,,,uc1/pairtree_root/$b/56/71/4/$b56714/uc1.$b56714.json.bz2,11,George Doran,1920
uc1.$b312450,1923,1922,1922.0,elite,6541441.0,,"Sanborn, Gertrude",,,Veiled Aristocrats,rev,pos,,1924,CRIS,1881.0,f,us,,,,uc1/pairtree_root/$b/31/24/50/$b312450/uc1.$b312450.json.bz2,3,Nan,1920
pst.000000823524,1925,1925,1925.0,elite,392665.0,,"Glasgow, Ellen Anderson Gholson","Garden City, N.Y.|Doubleday, Page & co.|1925.",,Barren Ground,rev,,,1925,ATL,1873.0,f,us,,,,pst/pairtree_root/00/00/00/82/35/24/000000823524/pst.000000823524.json.bz2,102,Garden City Doubleday Page,1920
mdp.39015031241626,1928,1928,0.0,elite,538756.0,,"Macaulay, Rose","New York, Boni & Liveright|1928.",,Daisy and Daphne,rev,,,1928,ATL,1881.0,f,uk,,,,mdp/pairtree_root/39/01/50/31/24/16/26/39015031241626/mdp.39015031241626.json.bz2,22,Boni Liveright,1920
mdp.39015022200417,1925,1924,1924.0,elite,538765.0,,"Macaulay, Rose",,,Orphan Island,rev,,,1925,LM,1881.0,f,uk,,,,mdp/pairtree_root/39/01/50/22/20/04/17/39015022200417/mdp.39015022200417.json.bz2,22,Nan,1920
mdp.39015063949526,1928,1928,1928.0,elite,241898.0,,Elinor Mordaunt,,,Too Much Java,rev,,,,TLS,1872.0,f,uk,,,,mdp/pairtree_root/39/01/50/63/94/95/26/39015063949526/mdp.39015063949526.json.bz2,0,Nan,1920
uc1.a0001253111,1920,1920,1920.0,elite,100003826.0,,O. Douglas,,,Penny Plain,rev,,,,TLS,1877.0,f,uk,,,,uc1/pairtree_root/a0/00/12/53/11/1/a0001253111/uc1.a0001253111.json.bz2,0,Nan,1920
mdp.39015031309209,1928,1928,1928.0,elite,1194590.0,,"Stern, G. B",New York|A. A. Knopf|c1928.,,Debonair,rev,,,1928,NR,1890.0,f,uk,,,,mdp/pairtree_root/39/01/50/31/30/92/09/39015031309209/mdp.39015031309209.json.bz2,27,Knopf,1920
uc2.ark+=13960=t4jm24n5d,1922,1922,1922.0,elite,6533668.0,,"Gerould, Katharine Fullerton",New York;London;Harper & Brothers;1922.,,Lost Valley,rev,,,1922,ATL,1879.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4j/m2/4n/5d/ark+=13960=t4jm24n5d/uc2.ark+=13960=t4jm24n5d.json.bz2,15,Harper,1920
uc1.$b245139,1927,1927,1927.0,elite,1188230.0,,"Wharton, Edith",New York|London|D. Appleton and company|1927.,,Twilight Sleep,rev,,,1927,ATL,1862.0,f,us,,,,uc1/pairtree_root/$b/24/51/39/$b245139/uc1.$b245139.json.bz2,121,Appleton,1920
uiug.30112042040268,1922,1922,1922.0,elite,100199792.0,,"Sinclair, May",,,Anne Severn and the Fieldings,rev,pos,,1923,DIAL,1863.0,f,uk,,,,uiug/pairtree_root/30/11/20/42/04/02/68/30112042040268/uiug.30112042040268.json.bz2,66,Nan,1920
uc1.32106002017793,1926,1926,1926.0,elite,6129072.0,,"Thompson, Sylvia","Boston|Little, Brown, and company|1926.",,The Hounds of Spring,rev,pos,,1926,ATL,1902.0,f,uk,,,,uc1/pairtree_root/32/10/60/02/01/77/93/32106002017793/uc1.32106002017793.json.bz2,8,Little Brown,1920
uc2.ark+=13960=t9x060q9p,1921,1921,1921.0,elite,280726.0,,"Bibesco, Elizabeth",New York;George H. Doran company;c1921,,I Have Only Myself to Blame,rev,pos,,1922,NR,1897.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9x/06/0q/9p/ark+=13960=t9x060q9p/uc2.ark+=13960=t9x060q9p.json.bz2,6,George Doran,1920
inu.32000000970782,1928,1928,1928.0,elite,6059899.0,,"Woolf, Virginia","New York|Harcourt, Brace and Company|c1928",,Orlando,rev,pos,,1928,NY,1882.0,f,uk,,,,inu/pairtree_root/32/00/00/00/97/07/82/32000000970782/inu.32000000970782.json.bz2,31,Harcourt Brace,1920
uc2.ark+=13960=t78s4kj2t,1920,1920,1920.0,elite,1028309.0,,"Cather, Willa",New York;Alfred A. Knopf;1920.,,Youth and the Bright Medusa,rev,pos,,1921,NR,1873.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/78/s4/kj/2t/ark+=13960=t78s4kj2t/uc2.ark+=13960=t78s4kj2t.json.bz2,70,Knopf,1920
uc1.b4097394,1924,1924,1924.0,elite,,,"Ferber, Edna",New York|Grosset & Dunlap|1924.,,So big.,,,,,Pulitzer,1887.0,f,us,,,,uc1/pairtree_root/b4/09/73/94/b4097394/uc1.b4097394.json.bz2,64,Grosset Dunlap,1920
uc1.$b56281,1926,1926,1926.0,elite,1020927.0,,H. D,Boston|New York|Houghton Mifflin company|1926,,Palimpsest,rev,pos,,1927,NR,1886.0,f,us,,,,uc1/pairtree_root/$b/56/28/1/$b56281/uc1.$b56281.json.bz2,3,Houghton Mifflin,1920
uc1.$b300995,1926,1926,1926.0,elite,482187.0,,"Jameson, Storm",New York|A. A. Knopf|1926.,,Three Kingdoms,rev,neg,,1926,NR,1891.0,f,uk,,,,uc1/pairtree_root/$b/30/09/95/$b300995/uc1.$b300995.json.bz2,37,Knopf,1920
mdp.39015030719382,1925,1925,1925.0,elite,1188221.0,,"Wharton, Edith",New York|London|D. Appleton and Company|1925.,,The Mother's Recompense,rev,pos,,1925,ATL,1862.0,f,us,,,,mdp/pairtree_root/39/01/50/30/71/93/82/39015030719382/mdp.39015030719382.json.bz2,121,Appleton,1920
mdp.39015002718313,1926,1926,1926.0,elite,1021131.0,,"Roberts, Elizabeth Madox",New York|The Viking press|1926.,,The Time of Man,rev,pos,,1927,DIAL,1881.0,f,us,,,,mdp/pairtree_root/39/01/50/02/71/83/13/39015002718313/mdp.39015002718313.json.bz2,23,Viking,1920
mdp.39015010208307,1928,1927,1927.0,vulgar,,,"Norris, Kathleen Thompson","Garden City, N. Y.|Doubleday, Doran and company, inc.|1928.",,The foolish virgin,,,,,,1880.0,f,us,,romance,,mdp/pairtree_root/39/01/50/10/20/83/07/39015010208307/mdp.39015010208307.json.bz2,0,Garden City Doubleday Doran,1920
mdp.39015032013263,1926,1926,1926.0,vulgar,,,"Hormel, Olive Deane",New York|C. Scribner's sons|1926.,,"Co-ed, | $c: by Olive Deane Hormel.",,,,,,0.0,f,us,,,,mdp/pairtree_root/39/01/50/32/01/32/63/39015032013263/mdp.39015032013263.json.bz2,1,Scribner,1920
mdp.39015048708674,1928,1928,1928.0,vulgar,,,"[Champneys, Adelaide]",Indianapolis|The Bobbe-Merrill company|1928,,November night.,,,,,,1888.0,f,uk,,,,mdp/pairtree_root/39/01/50/48/70/86/74/39015048708674/mdp.39015048708674.json.bz2,2,Indianapolis Bobbe Merrill,1920
mdp.39015049799243,1926,1926,1926.0,vulgar,,,"Evans, Marguerite Florence Jervis Barclay","London|Hurst & Blackett, ltd.|1926",,The ginger-jar / | $c: by Oliver Sandys [pseud.].,,,,,,1894.0,f,uk,,,,mdp/pairtree_root/39/01/50/49/79/92/43/39015049799243/mdp.39015049799243.json.bz2,4,Hurst Blackett,1920
nyp.33433074800677,1922,1922,1922.0,vulgar,,,"Barnett, Ada","New York;Dodd, Mead and Company;1922.",,The man on the other side,,,,,,0.0,f,us,,,,nyp/pairtree_root/33/43/30/74/80/06/77/33433074800677/nyp.33433074800677.json.bz2,1,Dodd Mead,1920
mdp.39015031325999,1926,1926,1926.0,vulgar,,,"Hurst, Fannie",London|J. Cape|1926,,"Appassionata, | $c: by Fannie Hurst.",,,,,,1889.0,f,us,,,,mdp/pairtree_root/39/01/50/31/32/59/99/39015031325999/mdp.39015031325999.json.bz2,23,Cape,1920
nyp.33433043076763,1922,1922,1922.0,vulgar,,,"Bottome, Phyllis",New York;H. Doran;c1922,,The kingfisher,,,,,,1884.0,f,uk,,,,nyp/pairtree_root/33/43/30/43/07/67/63/33433043076763/nyp.33433043076763.json.bz2,23,Doran,1920
mdp.39015063543840,1923,1923,1923.0,vulgar,,,"Broster, Dorothy Kathleen","Garden City, N. Y.|Doubleday, Page & company|1923.",,"The wounded name, | $c: by D. K. Broster.",,,,,,1877.0,f,uk,,,,mdp/pairtree_root/39/01/50/63/54/38/40/39015063543840/mdp.39015063543840.json.bz2,1,Garden City Doubleday Page,1920
osu.32435000149807,1923,1923,1923.0,vulgar,,,"Ruck, Berta","New York|Dodd, Mead|1923.",,"Sir or madam : | a novel / | $c: by Berta Ruck, frontispiece by edward C. Caswell.",,,,,,1878.0,f,uk,,,,osu/pairtree_root/32/43/50/00/14/98/07/32435000149807/osu.32435000149807.json.bz2,15,Dodd Mead,1920
nyp.33433074920640,1921,1921,1921.0,vulgar,,,"Ayres, Ruby M. (Ruby Mildred)",New York;W.J. Watt & Company;c1921,,The marriage of Barry Wicklow,,,,,,1881.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/92/06/40/33433074920640/nyp.33433074920640.json.bz2,13,Watt,1920
uc1.$b797656,1929,1929,1929.0,vulgar,,,"Rinehart, Mary Roberts","New York|Farrar & Rinehart, Incorporated|c1929.",,"The romantics, | $c: by Mary Roberts Rinehart.",,,,,,1876.0,f,us,,,,uc1/pairtree_root/$b/79/76/56/$b797656/uc1.$b797656.json.bz2,96,Farrar Rinehart,1920
pst.000008245977,1927,1927,1927.0,vulgar,,,"Morrow, Honoré",New York|W. Morrow & Co.|c1927-1930].,,"Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow.",,,,,,1880.0,f,us,,,,pst/pairtree_root/00/00/08/24/59/77/000008245977/pst.000008245977.json.bz2,8,Morrow,1920
uc1.$b784312,1927,1922,1922.0,vulgar,,,"Everett-Green, Evelyn",London|Paul|1927,,"Francesca, | by Cecil Adair.",,,,,,1856.0,f,uk,,,,uc1/pairtree_root/$b/78/43/12/$b784312/uc1.$b784312.json.bz2,26,Paul,1920
uc2.ark+=13960=t6833w53j,1922,1922,1922.0,vulgar,,,"Bruce, Mary Grant","London;Ward, Lock & Co.;1922.",,The stone axe of Burkamukk,,,,,,1878.0,f,au,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/68/33/w5/3j/ark+=13960=t6833w53j/uc2.ark+=13960=t6833w53j.json.bz2,1,Ward Lock,1920
mdp.39015063545472,1924,1924,1924.0,vulgar,,,"Cross, Ruth",New York|London|Harper & brothers|1924.,,"The golden cocoon; | a novel, | $c: by Ruth Cross.",,,,,,1887.0,f,us,,,,mdp/pairtree_root/39/01/50/63/54/54/72/39015063545472/mdp.39015063545472.json.bz2,2,Harper,1920
mdp.39015063918554,1925,1925,1925.0,vulgar,,,"Eiker, Mathilde",New York|The Macmillan company|1925.,,"Mrs. Mason's daughters, | $c: by Mathilde Eiker.",,,,,,1893.0,f,us,,,,mdp/pairtree_root/39/01/50/63/91/85/54/39015063918554/mdp.39015063918554.json.bz2,4,Macmillan,1920
nyp.33433074828116,1921,1921,1921.0,vulgar,,,"Baskerville, Beatrice C",New York;W.J. Watt & Company;c1921,,The enchanted garden,,,,,,0.0,f,us,,,,nyp/pairtree_root/33/43/30/74/82/81/16/33433074828116/nyp.33433074828116.json.bz2,2,Watt,1920
uc2.ark+=13960=t90865h7g,1920,1920,1920.0,vulgar,,,"Norris, Kathleen Thompson","Garden City, N.Y.|Doubleday, Page & Company|1920",,Harriet and the piper,,,,,,1880.0,f,us,,romance,,uc2/pairtree_root/ar/k+/=1/39/60/=t/90/86/5h/7g/ark+=13960=t90865h7g/uc2.ark+=13960=t90865h7g.json.bz2,0,Garden City Doubleday Page,1920
mdp.39015025919393,1920,1920,1920.0,vulgar,,,"Weaver, Sarah Harbine","Boston, Mass.;The Stratford Company;1920.",,The doings of Jane,,,,,,0.0,f,us,,,,mdp/pairtree_root/39/01/50/25/91/93/93/39015025919393/mdp.39015025919393.json.bz2,1,Mass Stratford,1920
uc2.ark+=13960=t80k2765m,1920,1920,1920.0,vulgar,,,"Darlington, William Aubrey",New York;Frederick A. Stokes company;c1920,,Alf's button,,,,,,1890.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/80/k2/76/5m/ark+=13960=t80k2765m/uc2.ark+=13960=t80k2765m.json.bz2,2,Frederick Stokes,1920
umn.31951002120639r,1931,1926,1926.0,vulgar,,,"Tracy, Louis","New York|E.J. Clode, inc.|1931.",,His unknown wife : | The turning point ; The wheel o' fortune.,,,,,,1863.0,m,uk,,,,umn/pairtree_root/31/95/10/02/12/06/39/r/31951002120639r/umn.31951002120639r.json.bz2,53,Clode,1920
uc1.$b312650,1928,1927,1927.0,vulgar,,,"Thompson, Edward John","New York|Harcourt, Brace and company|c1928",,"These men, thy friends, | $c: by Edward Thompson.",,,,,,1886.0,m,uk,,,,uc1/pairtree_root/$b/31/26/50/$b312650/uc1.$b312650.json.bz2,9,Harcourt Brace,1920
mdp.39015014510963,1928,1928,1928.0,vulgar,,,"Hoffman, William Dawson",Chicago|A. C. McClurg & co.|1928.,,"The Saddle Wolf, | $c: by W. D. Hoffman.",,,,,,1884.0,m,us,,,,mdp/pairtree_root/39/01/50/14/51/09/63/39015014510963/mdp.39015014510963.json.bz2,1,Mcclurg,1920
mdp.39015005667202,1928,1928,1928.0,vulgar,,,"Bacheller, Irving",Indianapolis|The Bobbs-Merrill company|c1928,,"The House of three ganders, | $c: by Irving Bacheller.",,,,,,1859.0,m,us,,,,mdp/pairtree_root/39/01/50/05/66/72/02/39015005667202/mdp.39015005667202.json.bz2,70,Indianapolis Bobbs Merrill,1920
mdp.39015059414253,1925,1925,1925.0,vulgar,,,"Steele, Wilbur Daniel","New York|Harcourt, Brace and Company|c1925.",,Taboo / | $c: by Wilbur Daniel Steele.,,,,,,1886.0,m,us,,,,mdp/pairtree_root/39/01/50/59/41/42/53/39015059414253/mdp.39015059414253.json.bz2,20,Harcourt Brace,1920
mdp.39015063963345,1923,1923,1923.0,vulgar,,,"Van Santvoord, Seymour",New York|E. P. Dutton & company|c1923,,"Octavia; | a tale of ancient Rome, | $c: by Seymour Van Santvoord.",,,,,,1858.0,m,us,,,,mdp/pairtree_root/39/01/50/63/96/33/45/39015063963345/mdp.39015063963345.json.bz2,1,Dutton,1920
uc2.ark+=13960=t17m0b24d,1922,1922,1922.0,vulgar,,,"Brighouse, Harold",New York;McBride;c1922.,,Hepplestall's,,,,,,1882.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/17/m0/b2/4d/ark+=13960=t17m0b24d/uc2.ark+=13960=t17m0b24d.json.bz2,4,Mcbride,1920
pst.000009981584,1924,1924,1924.0,vulgar,,,"Mundy, Talbot",New York|Crown|c1924].,,Om : | the secret of Abhor valley / | $c: by Talbot Mundy.,,,,,,1879.0,m,us,,,,pst/pairtree_root/00/00/09/98/15/84/000009981584/pst.000009981584.json.bz2,18,Crown,1920
njp.32101066458074,1923,1923,1923.0,vulgar,,,"Coppard, A. E. (Alfred Edgar)",New York|A.A. Knopf|1923.,,"The black dog, | and other stories / | $c: by A.E. Coppard.",,,,,,1878.0,m,uk,,,,njp/pairtree_root/32/10/10/66/45/80/74/32101066458074/njp.32101066458074.json.bz2,33,Knopf,1920
uc1.b3327172,1923,1923,1923.0,vulgar,,,"Roberts, Morley","London|E. Nash and Grayson, Limited|1923",,"Followers of the sea; | a set of sea-comedies, | $c: by Morley Roberts.",,,,,,1857.0,m,uk,,,,uc1/pairtree_root/b3/32/71/72/b3327172/uc1.b3327172.json.bz2,41,Nash Grayson,1920
mdp.39015017687289,1929,1929,1929.0,vulgar,,,"Hughes, Richard Arthur Warren",London|Chatto & Windus|1929.,,A high wind in Jamaica | $c: [by] Richard Hughes.,,,,,,1900.0,m,uk,,,,mdp/pairtree_root/39/01/50/17/68/72/89/39015017687289/mdp.39015017687289.json.bz2,8,Chatto Windus,1920
